"Authors","Title","Year","Source title","DOI","Abstract","Author Keywords"
"Engelberg S.","IEEE Survey Results for the Instrumentation & Measurement Magazine","2012","IEEE INSTRUMENTATION & MEASUREMENT MAGAZINE","10.1109/MIM.2012.6204865","N/A","IEEE Instrumentation & Measurement Magazine; IEEE publishing; Bibliometrics"
"Gurnani B.; Kaur K.","Altimetric, bibliometrics, citation indices, download counts, Eigen factor - The ABCDE science of research and publication","2021","INDIAN JOURNAL OF OPHTHALMOLOGY","10.4103/ijo.IJO_1349_21","N/A","N/A"
"Barat M.; Dohan A.; Soyer P.","Factors affecting citation counts of articles published in<i> Diagnostic</i><i> and</i> Interventional Imaging","2023","DIAGNOSTIC AND INTERVENTIONAL IMAGING","10.1016/j.diii.2023.06.010","N/A","Bibliometrics; Citations; Equality; Publications; Radiology"
"Persson P.B.","Bibliometrics for 2019: For the third year in row, the impact factor is between five and six","2020","ACTA PHYSIOLOGICA","10.1111/apha.13534","N/A","N/A"
"Cueto M.","Bibliographica Medica Hispanica 1475-1950, vol 9, Bibliometrics of journals, 1736-1950 - Spanish - Pinero,JML, Terrada,MLL","1996","ISIS","N/A","N/A","N/A"
"Ndwandwe M.; Bishop D.G.; Wise R.; Rodseth R.","BIBLIOMETRICS TO ASSESS THE PRODUCTIVITY AND IMPACT OF MEDICAL RESEARCH","2021","SOUTH AFRICAN JOURNAL OF HIGHER EDUCATION","10.20853/35-4-4341","Background: Bibliometrics is the use of statistical and mathematical analysis to assess research production and quality. These metrics provide important insights into the quality and impact of research by applying standardised metrics. However, there are inherent limitations in their application. Objective: We aimed to review existing bibliometric indices and assess their comparative utility in the assessment of medical researchers. We specifically aimed to evaluate the utility of the h-index in identifying young or developing medical researchers with future research potential. Method: We conducted a focussed literature review on commonly used bibliometrics. To explore the utility of these metrics we then used them to evaluate a sample of researchers from a South African medical school faculty. Researchers were ranked with the following metrics: number of publications; h-index; citations per paper; citations per paper per year; and m-index. The h-index, citations and publication counts were drawn from ResearchGate and, if not available, from Google Scholar. The top 20 researchers, based on publication count, were then analysed further. Results: We identified 145 researchers for analysis of which 37 were excluded due to an inability to obtain additional information. Higher time-dependent metrics (publication count, citation count, h-index) were directly proportional to years since first publication. Indices that corrected for time, such as the m-index, provided more insight and better discrimination in identifying younger researchers with greater research potential. Conclusion: Bibliometrics have utility as part of the assessment of academic output but may be subject to time-dependent bias. Research quality is best measured using the h-index, g-index and m-index. The h-index is limited by being time dependent and field specific and overlooks highly cited papers. Bibliometrics that account for time, such as the m-index, should be considered in the early identification of young researchers, ideally accompanied by critical peer review.","bibliometrics; clinical research; h-index; m-index"
"Collins C.S.; Singh N.P.; Ananthasekar S.; Boyd C.J.; Brabston E.; King T.W.","The Correlation between Altmetric Score and Traditional Bibliometrics in Orthopaedic Literature","2021","JOURNAL OF SURGICAL RESEARCH","10.1016/j.jss.2021.07.025","Background: Clinicians and medical researchers increasingly turn to nonformal online plat-forms to promote research. Altmetric Attention Score (AAS) is a quantitative measurement of online influence of research in real time. The objective of this study is to determine if AAS correlates with traditional bibliometrics in the orthopaedic literature. Materials and Methods: From the 15 orthopaedic journals with the highest impact factor, the 10 most cited articles from each journal were reviewed for 2014 -2017. For each article, AAS was collected using the Altmetric Bookmarklet application and citation count from SCOPUS. Journal impact factor was recorded using Journal Citation Reports. Statistical analysis included Pearson's and Spearman's correlation coefficients. Results: A total of 600 articles were analyzed. A significant positive correlation was found between citation count and AAS for 2014 (r = 0.3188, p < 0.0001), and no correlation for 2015 (r = 0.1504, P = 0.0653), 2016 (r = 0.0087, P = 0.9157), and 2017 (r = 0.0061, P = 0.9408). There was no significant correlation between impact factor and AAS in 2014 (r = 0.4312, P = 0.1085), 2015 (r = 0.3850, P = 0.1565), 2016 (r = 0.1460, P = 0.6035) and 2017 (r = 0.0451 P = 0.8732). Conclusions: AAS and traditional bibliometrics are currently not strongly correlated in orthopaedic literature. Citations take years to accumulate and AAS represents immediate influence of an article. An amalgamation of traditional bibliometrics and AAS may prove useful in determining the short- and long-term impact and influence of publications in orthopaedics. Published by Elsevier Inc.","Orthopaedics; bibliometrics; altmetric; impact factor; citations"
"Xu K.; Zhao Z.Q.; Xu X.S.; Zhou Y.J.","Comment on ""A bibliometric analysis of vaccination against atherosclerosis""","2024","HUMAN VACCINES & IMMUNOTHERAPEUTICS","10.1080/21645515.2024.2377846","N/A","Vaccines; atherosclerosis; antigen; research hotspots; research trends; bibliometrics; comment"
"Saeki S.","Social Media for Epidemiological Journals","2023","JOURNAL OF EPIDEMIOLOGY","10.2188/jea.JE20230006","N/A","social networking services; academic journals; health promotion; COVID-19; bibliometrics"
"Buckley R.","Originality in Research Publication: Measure, Concept, or Skill?","2023","JOURNAL OF TRAVEL RESEARCH","10.1177/00472875221095214","N/A","novelty; significance; quality; editorial; review; bibliometrics; citation"
"Peritz B.C.; Bar-Ilan J.","The inside-outside looking of the field of bibliometrics-scientometrics as reflected in references","2001","8TH INTERNATIONAL CONFERENCE ON SCIENTOMETRICS AND INFORMETRICS, VOLS 1 AND 2 - ISSI-2001, PROCEEDINGS","N/A","The aim of this study was to examine the extent to which the field of bibliometrics and scientometrics makes use of sources outside the field The research was carried out by examining the references of articles published in Scientometrics in the ;course of two calendar years, 1990, 2000. The results show that in 2000, 56.9% (and 47.3 % in 1990) of the references originated from three fields: scientometrics and bibliometrics; library and information science; and the sociology, history and philosophy of science. When comparing the two periods, there is also a considerable, increase in journal self-citation (i.e.; references to the journal Scientometrics) and in the percentage of references to journals.","N/A"
"Roldan-Valadez E.; Rios C.","Alternative bibliometrics from impact factor improved the esteem of a journal in a 2-year-ahead annual-citation calculation: multivariate analysis of gastroenterology and hepatology journals","2015","EUROPEAN JOURNAL OF GASTROENTEROLOGY & HEPATOLOGY","10.1097/MEG.0000000000000253","Introduction A deeper understanding of supplementary bibliometrics beyond the impact factor might provide researchers with a better understanding of the citation process. This study presents a multivariate analysis of gastroenterology and hepatology journals to evaluate the predictive ability of seven bibliometrics in the Web of Science to calculate total cites over a 2-year period. Methods Coincidentally, bibliometrics appearing during 2008, 2009, and 2010, with their corresponding cites in 2010, 2011, and 2012, were recorded from the Journal Citation Reports Science Edition. A linear mixed-effects design using random slopes and intercepts was performed on 51 out of 74 journals in the Gastroenterology and Hepatology category. Result There was a significant global effect size (R-2 = 0.992; P < 0.001), which yielded a total variance of 99.2%. The strongest predictors in the model were the Eigenfactor Score and Cited Half-life (P < 0.001), followed by the Number of Articles (P = 0.011) and the Immediacy Index (P = 0.021). The impact factor was not a significant predictor. Conclusion The Eigenfactor Score and Cited Half-life predictors might be the new standards to assess the influence and importance of scientific journals; this approach may help researchers select journals in which to publish their work. (C) 2015 Wolters Kluwer Health vertical bar Lippincott Williams & Wilkins.","algorithms; bibliometrics; citation; impact factor; predictive value; self-evaluation"
"Loomes D.E.; van Zanten S.V.","Bibliometrics of the Top 100 Clinical Articles in Digestive Disease","2013","GASTROENTEROLOGY","10.1053/j.gastro.2013.02.013","N/A","N/A"
"Chen L.M.; Yang M.T.; Li N.A.; He Y.; Zhang Y.G.","The Correlation between Altmetric Attention Score and Traditional Bibliometrics in Top Nursing Journal Articles","2023","JOURNAL OF NURSING MANAGEMENT","10.1155/2023/2789960","Background. Altmetric Attention Score (AAS) is a quantitative measurement of the online impact of research and has a potential correlation with traditional bibliometrics. However, the correlation for nursing journal articles is still unknown. The objective of the study was to analyze the correlation between AAS and traditional bibliometrics in the top nursing journal articles. Materials and Methods. Articles published in top nursing journals (the journals with the top 20 5-year impact factors) from 2010 to 2019 were included. The correlations between AAS and citations, AAS and Relative Citation Ratio (RCR) score, AAS and Category Normalized Citation Impact (CNCI) value, and AAS and impact factors were analyzed. Statistical analyses were performed using Stata 25.0 software. Results. A total of 15,212 journal articles were included in the study. Very weak correlations were found between AASs and citations [0.124 (95% CI, 0.108-0.14)], AASs and RCRs [0.26 (95% CI, 0.244-0.275)], and AASs and CNCIs [0.207 (95% CI, 0.192-0.223)]. The weak correlations were also found between AASs and impact factors in several journals. The weak correlations between AASs and citations, AASs and CNCIs, and AASs and RCRs were also found for most journals based on subgroup analysis. Conclusions. There is very weak correlations between AASs and traditional bibliometrics in top nursing journal articles. More studies should be conducted to assess how AAS influence bibliometrics, and how they can help manage nursing journal articles and research.","N/A"
"Thompson D.R.; Clark A.M.","Measuring research success via bibliometrics: where they fit and how they help and hinder","2015","JOURNAL OF ADVANCED NURSING","10.1111/jan.12610","N/A","N/A"
"S.I.T.A.R.S.K.A.. A.","SCIENTOMETRICS AND BIBLIOMETRICS IN THE WARSAW-UNIVERSITY CURRICULUM OF LIBRARY AND INFORMATION-SCIENCE - PLACE AND FIELD STRUCTURE","1987","SCIENTOMETRICS","10.1007/BF02016295","N/A","N/A"
"Dominick J.R.","Citation analysis of the Journal of Broadcasting & Electronic Media: Another perspective","1997","JOURNAL OF BROADCASTING & ELECTRONIC MEDIA","10.1080/08838159709364417","N/A","N/A"
"de Lima R.A.; Velho L.M.L.S.; de Faria L.I.L.","Bibliometrics and ""evaluation"" of scientific activity: a study of the h-index","2012","PERSPECTIVAS EM CIENCIA DA INFORMACAO","10.1590/S1413-99362012000300002","Assessing scientific activity is a crucial factor for development agencies and research institutes. That is why a new bibliometric indicator has been gaining grounds in the scientific community - the h-index. This study analyzes the variability/persistence of the index value in different areas of knowledge and its application as a tool for science and technology policy.","H-index; Bibliometrics; Scientific Policy"
"Aleixandre-Benavent R.; Navarro-Molina C.; Aguilar-Moya R.; Melero-Fuentes D.; Valderrama-Zurián J.C.","How bibliometrics is related with other information science topics. An approximation from a review journal","2017","16TH INTERNATIONAL CONFERENCE ON SCIENTOMETRICS & INFORMETRICS (ISSI 2017)","N/A","N/A","N/A"
"C.R.O.N.I.N.. B.","INFORMETRICS-91 - SELECTED PAPERS FROM THE 3RD INTERNATIONAL-CONFERENCE ON BIBLIOMETRICS, 9-12 AUGUST 1991, BANGALORE - RAO,RK","1993","JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE","10.1177/096100069302500413","N/A","N/A"
"Karlsson A.; Hammarfelt B.; Steinhauer H.J.; Falkman G.; Olson N.; Nelhans G.; Nolin J.","Modeling uncertainty in bibliometrics and information retrieval: an information fusion approach","2015","SCIENTOMETRICS","10.1007/s11192-014-1481-6","We describe ongoing research where the aim is to apply recent results from the research field of information fusion to bibliometric analysis and information retrieval. We highlight the importance of 'uncertainty' within information fusion and argue that this concept is crucial also for bibliometrics and information retrieval. More specifically, we elaborate on three research strategies related to uncertainty: uncertainty management methods, explanation of uncertainty and visualization of uncertainty. We exemplify our strategies to the classical problem of author name disambiguation where we show how uncertainty can be modeled explained and visualized using information fusion. We show how an information seeker can benefit from tracing increases/decreases of uncertainty in the reasoning process. We also present how such changes can be explained for the information seeker through visualization techniques, which are employed to highlight the complexity involved in the process of modeling and managing uncertainty in bibliometric analysis. Finally we argue that a further integration of information fusion approaches in the research area of bibliometrics and information retrieval may results in new and fruitful venues of research.","Uncertainty; Information fusion; Information retrieval; Bibliometrics; Author name disambiguation; Bibliographic data"
"Johnson C.; Rushton S.; Tieman J.; Currow D.; Aranda S.","Reclaiming the midnight hours: up-to-date evidence in just one click","2014","EUROPEAN JOURNAL OF CANCER CARE","10.1111/ecc.12265","N/A","bibliometrics; evidenced-based cancer care"
"Glänzel W.; Schuber A.","A concise review of the role of author self-citations in information science, bibliometrics, and science policy","2005","CANADIAN JOURNAL OF INFORMATION AND LIBRARY SCIENCE-REVUE CANADIENNE DES SCIENCES DE L INFORMATION ET DE BIBLIOTHECONOMIE","N/A","N/A","N/A"
"Kostoff R.N.; del Río J.A.; Cortés H.D.; Smith C.; Smith A.; Wagner C.; Leydesdorff L.; Karypis G.; Malpohl G.; Tshiteya R.","The structure and infrastructure of Mexico's science and technology","2005","TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE","10.1016/j.techfore.2005.02.001","The structure and infrastructure of the Mexican technical literature was determined. A representative database of technical articles was extracted from the Science Citation Index for the year 2002, with each article containing at least one author with a Mexican address. Many different manual and statistical clustering methods were used to identify the structure of the technical literature (especially the science and technology core competencies). One of the pervasive technical topics identified from the clustering, thin films research, was analyzed further using bibliometrics, in order to identify the infrastructure of this technology. Published by Elsevier Inc.","Mexico; science and technology; bibliometrics; computational linguistics; core competencies; research evaluation; factor analysis; concept clustering; document clustering; data compression; network analysis; Leximancer; CLUTO; greedy string tiling"
"Pereira M.H.D.","From productivism to bibliometrics? The future of the History of Historiography in the middle of the maelstrom","2021","HISTORIA DA HISTORIOGRAFIA","10.15848/hh.v14i36.1860","N/A","N/A"
"Liu L.; Gao L.","BIBLIOMETRICS ANALYSIS: HOW SHOULD WE DO THE POSTOPERATIVE CARE IN BARIATRIC SURGERY IN MAINLAND CHINA Post-operative care","2017","OBESITY SURGERY","N/A","N/A","N/A"
"Zanjirchi S.M.; Abrishami M.R.; Jalilian N.","Four decades of fuzzy sets theory in operations management: application of life-cycle, bibliometrics and content analysis","2019","SCIENTOMETRICS","10.1007/s11192-019-03077-0","The development of a scientific discipline is partly determined by the growth of its literature. Bibliometrics constitute a set of mathematical and statistical techniques employed to explore, organize, and quantitatively analyze large pools of scientific literature. In this study, 11,433 papers published between 1974 and 2015 are collected and analyzed by applying life-cycle analysis, bibliometrics and text mining in order to provide a full thematic overview of the application of fuzzy theory in operations management. Top countries (i.e. the most productive, influential and collaborative countries), most frequently cited journals, and key research topics are identified by employing bibliometric techniques. Finally, the articles' common research themes and methodologies are determined by combining text mining with experts' input. Results show that the application of fuzzy theory in operations management is still in its infancy, and hence suitable for future research. This study serves as a guide for researchers to identify the hidden patterns, key actors, topics, and methods in this area.","Fuzzy sets theory; Operations management; Bibliometrics; Text mining; Life-cycle analysis"
"García-Aroca M.A.; Pandiella-Dominique A.; Navarro-Suay R.; Alonso-Arroyo A.; Granda-Orive J.I.; Anguita-Rodríguez F.; López-García A.","Difficult Airway Bibliometrics: Importance of Capturing the Correct Literature Response","2017","ANESTHESIA AND ANALGESIA","10.1213/ANE.0000000000002515","N/A","N/A"
"Muñoz-Perez F.","Tell-me whom you quoted, and I shall know what you are worth. What really measures bibliometrics?","2014","POPULATION","N/A","N/A","N/A"
"Ball R.; Glänzel W.","The German experience in the applications, benefits and limitations of evaluative bibliometrics in a policy-relevant context -: Preface","2005","SCIENTOMETRICS","N/A","N/A","N/A"
"Yakubovich D.","Emerging talents in pharmacology of ion channels and channelopathies 2022","2023","FRONTIERS IN PHARMACOLOGY","10.3389/fphar.2023.1191328","N/A","ion channel; young scientist; early career; bibliometrics; impact"
"Gutierrez F.R.S.; Beall J.; Forero D.A.","Spurious alternative impact factors: The scale of the problem from an academic perspective","2015","BIOESSAYS","10.1002/bies.201500011","N/A","bibliometrics; science metrics; scientific publishing"
"Bornmann L.; Leydesdorff L.","On the meaningful and non-meaningful use of reference sets in bibliometrics","2014","JOURNAL OF INFORMETRICS","10.1016/j.joi.2013.12.006","N/A","N/A"
"Franchignoni F.; Özçakar L.; Negrini S.","Basic bibliometrics for dummies and others: an overview of some journal-level indicators in physical and rehabilitation medicine","2018","EUROPEAN JOURNAL OF PHYSICAL AND REHABILITATION MEDICINE","10.23736/S1973-9087.18.05462-X","This report aims to complement and update a series of papers published in the last decade on bibliometrics regarding journals related to physical and rehabilitation medicine (PRM). It targets clinicians and researchers (academic and non-academic) in our discipline who would like to use bibliometric indicators as a complementary ""tool"" to integrate into their expert practice of journal evaluation. Different journal-based metrics are analysed in order to provide a wide (albeit general) view of the performance of top PRM journals. First, we provide some brief preliminary remarks useful for an informed understanding of our results: 1) an update on bibliometric indicators and multidisciplinary databases of peer-reviewed literature; 2) the meaning of some bibliometric indicators; 3) the practical message related to this report: ""keep it simple."" Then, we profile the performance of 22 PRM core journals, according to six widely used bibliometric indicators. Indicators are grouped into three categories defined by their quartile classification (Three Star: top quartile; Two Star: second upper quartile; One Star: under the median). In conclusion, bibliometrics is just one of the key methods used for measuring the (supposed) 'impact' of scholarly publications and it represents only a raw proxy for the real impact or value of the research. This report wishes to add a small contribution for a simplified understanding of journal-level indicators in PRM, to support informed decisions on which high-level journals merit special attention by clinicians and researchers working in our discipline.","Physical and rehabilitation medicine; Bibliometrics; Publishing; Journal Impact Factors"
"Tan H.F.; Choo W.C.; Ng K.Y.","Using text mining method to analyse employee well-being in the context of nursing practices-A bibliometrics analysis","2024","JOURNAL OF ADVANCED NURSING","N/A","N/A","N/A"
"Blustin A.","Publication and citation statistics for UK astronomers","2007","ASTRONOMY & GEOPHYSICS","N/A","This article presents a survey of publication and citation statistics for 835 UK professional astronomers: the majority of academics and contract researchers within the UK astronomical community. I provide histograms of these bibliometrics for the whole sample as well as of the median values for the individual departments. I discuss the distribution of top bibliometric performers in the sample, and make some remarks on the use of bibliometrics in a real-world assessment exercise.","N/A"
"Moreira L.F.P.","Impact of Brazilian Papers in Cardiology and Cardiovascular Sciences in the Last Decade","2017","ARQUIVOS BRASILEIROS DE CARDIOLOGIA","10.5935/abc.20170005","N/A","Cardiovascular Diseases; Cardiology; Periodicals as Topic; Bibliometrics"
"de Araújo C.G.S.","Peer Review: a Constantly-Evolving Scientific Process","2012","ARQUIVOS BRASILEIROS DE CARDIOLOGIA","N/A","N/A","Peer Review, Research; Bibliometrics; Periodicals as Topic"
"Jones T.; Huggett S.; Kamalski J.","Finding a Way Through the Scientific Literature: Indexes and Measures","2011","WORLD NEUROSURGERY","10.1016/j.wneu.2011.01.015","N/A","Bibliometrics; Impact; Indexing; Prestige; Usage"
"Bean J.R.","Scholarly Collaboration Networks: Theory and Flaw in Digital Online Scientific Social Networks","2019","WORLD NEUROSURGERY","10.1016/j.wneu.2019.04.102","N/A","Bibliometrics; Neurosurgery; Research collaboration; ResearchGate; Social media"
"Walker N.F.; Nair R.","Commentary on ""The top 100 most cited manuscripts in bladder cancer: A bibliometric analysis"" Comment","2020","INTERNATIONAL JOURNAL OF SURGERY","10.1016/j.ijsu.2020.02.032","N/A","Bladder cancer bibliometrics"
"Martinez-Simon A.; Honorato-Cia C.; Cacho-Asenjo E.; Aquerreta I.; Panadero-Sanchez A.; Núñez-Córdoba J.M.","COVID-19 publications in anaesthesiology journals: a bibliometric analysis","2022","BRITISH JOURNAL OF ANAESTHESIA","10.1016/j.bja.2021.12.003","N/A","anaesthesiology; bibliometrics; COVID-19; journal impact factor; SARS-CoV-2"
"Meyerholz D.K.; Flaherty H.A.","The Evolving Significance and Future Relevance of the Impact Factor","2017","VETERINARY PATHOLOGY","10.1177/0300985817690209","N/A","bibliometrics; citation index; impact factor; journalology; veterinary pathology"
"Smith D.R.; Hazelton M.","Bibliometrics, citation indexing, and the journals of nursing","2008","NURSING & HEALTH SCIENCES","10.1111/j.1442-2018.2008.00414.x","Bibliometric research has risen in popularity during recent years and an increasing number of investigations now have examined the nursing literature. Our article provides a comprehensive overview of citation-based research in the nursing profession, as well as a discussion of bibliometrics, journal impact factors, and international publishing trends. The debate on evidence-based practice and its potential influence and relevance for nursing scholars is also covered. Although journal performance indicators are, no doubt, important for the contemporary nursing academic, it is the core research skills and attributes that nursing scholars, academics, and educators will need to consider more carefully in future if the next generation of professional nurse researchers is to truly flourish.","bibliometrics; citation indexing; impact factors; nursing research; publishing"
"Patel P.A.; Ali M.J.","Characterizing Innovation in Science through the Disruption Index","2022","SEMINARS IN OPHTHALMOLOGY","10.1080/08820538.2022.2112851","N/A","Bibliometrics; Citation count; disruption; innovation; medicine"
"Gómez Y.J.","Revisiting the ""Heroic"" age:: From externalism to internalism in serial history of sciences","2007","PROCEEDINGS OF ISSI 2007: 11TH INTERNATIONAL CONFERENCE OF THE INTERNATIONAL SOCIETY FOR SCIENTOMETRICS AND INFORMETRICS, VOLS I AND II","N/A","This paper attempts a re-valuation of a set of historical (bibliographic) evidence germane to the so named ""heroic age"" of bibliometrics, an age commonly dated on twentieth-century first half. This revaluation is conducted under a frame-work somehow neglected by the historiography of science and the historiography of bibliometrics, in particular. Contrasting with much of the literature that references ""heroic"" works as episodic, unconnected and isolated efforts, this paper examines the ""heroic"" literature in the context of the debate among historians between those supporting the idea of an history of the unique (historic evenementielle) and those supporting a serial history. From this particular point of view, this paper deals with the ""heroic age"" of bibliometrics and presented it as a continuous and systematic effort for developing a serial history of science whose major concern was to provide some sort of social explanation for science' development and growth. Its major achievement was, however, methodological in as much as the heroic age might be characterised as a quest for an standard data source for making the history of science.","history of bibliometrics; serial history of science; journalization of literature; standardisation of data sources"
"Sheikh N.J.; Sheikh O.","Forecasting of Biosensor Technologies for Emerging Point of Care and Medical IoT Applications Using Bibliometrics and Patent Analysis","2016","PORTLAND INTERNATIONAL CONFERENCE ON MANAGEMENT OF ENGINEERING AND TECHNOLOGY (PICMET 2016): TECHNOLOGY MANAGEMENT FOR SOCIAL INNOVATION","N/A","Healthcare is beginning to embrace point of care (POC) diagnostics and medical applications that are based on the internet of things (IoT) and the ubiquitous smart phone. Advanced medical diagnostics will utilize biosensors for biological data acquisition. This paper introduces the forecasting of biosensors that have the potential to be used in POC and IoT applications. For this research three types of biosensors were selected. These are hiosensors for testing of blood, saliva, and breath. Bibliometrics and patent analysis of these biosensors are used to develop technology maturity rates based on the Fisher-Pry model. The Science Citation Index (SCI) is used for bibliometrics and patent analysis is derived from global patent databases. The Fisher-Pry projections or Scarves enable insights into the maturity levels of the emerging hiosensor technologies under consideration and forecasting their growth. Patent analysis based on cumulative annual patent count indicated that blood hiosensors reached their technology maturity midpoint in 2009 with the midpoints of saliva and breath biosensors lagging by 8 and 14 years respectively. Bibliometrics with annual publication count did not appear to provide much value in forecasting the maturity growth of the three hiosensors.","N/A"
"O'Leary J.D.; Crawford M.W.; Jurczyk E.; Buchan A.","Benchmarking bibliometrics in biomedical research: research performance of the University of Toronto's Faculty of Medicine, 2008-2012","2015","SCIENTOMETRICS","10.1007/s11192-015-1676-5","Bibliometrics are often used as key indicators when evaluating academic groups and individual researchers in biomedical research. Citation metrics, when used as indicators of research performance, require accurate benchmarking for homogenous groups. This study describes the research performance of academic departments in the University of Toronto's Faculty of Medicine using article-level bibliometrics for scientific papers published from 2008 to 2012. Eligible publications of all academic faculty members were verified from each researcher's curriculum vitae and Web of Science (R) (Thomson Reuters). For 3792 researchers, we identified 26,845 unique papers with 79,502 authors published from 2008 to 2012. The overall mean citations per paper for the faculty was 17.35. The academic departments with the highest levels of collaboration and interdisciplinary research activity also had the highest research impact. The citation window for biomedical scientific papers was still active at 5 years after publication, indicating that the citation window for publications in biomedical research is active longer than previously thought, and this may hinder the reliable use of bibliometrics when evaluating recent scientific publications in biomedical research.","Benchmarking; Research impact; Research productivity; Biomedical research; Citation window"
"Nguyen V.; Marmor R.A.; Sicklick J.","Does a Gender Disparity Exist in the Bibliometrics and Professorial Ranks of Academic Surgical Oncologists in the US?","2018","ANNALS OF SURGICAL ONCOLOGY","N/A","N/A","N/A"
"Ostergaard L.; Fosbol P.L.; Harrington R.A.; Eapen Z.J.; Peterson E.D.; Fosbol E.L.","From abstract to peer-reviewed publication: Country matters","2014","INTERNATIONAL JOURNAL OF CARDIOLOGY","10.1016/j.ijcard.2014.04.172","N/A","Science; Bibliometrics; Congresses; Cardiology; Peer review; Publication"
"Moreira L.F.P.","Perspectives and Evolution of Research in Cardiology and Cardiovascular Sciences in Latin America","2015","ARQUIVOS BRASILEIROS DE CARDIOLOGIA","10.5935/abc.20150008","N/A","Cardiovascular diseases; Periodicals as Topic; Latin America; Bibliometrics"
"Meyer M.","Bibliometrics, Stylized Facts and the Way Ahead: How to Build Good Social Simulation Models of Science?","2011","JASSS-THE JOURNAL OF ARTIFICIAL SOCIETIES AND SOCIAL SIMULATION","10.18564/jasss.1824","This paper discusses how stylized facts derived from bibliometric studies can be used to build social simulation models of science. Based on a list of six stylized facts of science it illustrates how they can be brought into play to consolidate and direct research. Moreover, it discusses challenges such a stylized facts based approach of modeling science has to solve.","Bibliometrics; Stylized Facts; Methodology; Model Comparison; Validation"
"Chang H.; Gausemeier J.; Ihmels S.; Wenzelmann C.","Technology intelligence with bibliometrics","2007","IMECS 2007: INTERNATIONAL MULTICONFERENCE OF ENGINEERS AND COMPUTER SCIENTISTS, VOLS I AND II","N/A","Technology is the vital factor for technology-based companies because of its decisive impact on companies' competitive position. Therefore, Technology Intelligence is a crucial topic, which is characterized from the perspective of strategic information management as identifying, analyzing, and evaluating innovations of technologies. One of the methods that support Technology Intelligence is Bibliometrics, which is devoted to the quantitative analysis of literature by statistical means. Bibliometric research is most often used in the field of library science; 'it has also wide applications-in other areas. In this paper, a Bibliometrics-based methodology is proposed, which aims at improving the acquisition processes in the context of Technology Intelligence. Following the methodology, all the necessary information is firstly collected and filtered through information retrieval. Secondly and most importantly, bibliometric analysis is used to summarize the retrieved information and to figure out the possible technology indicators,.which characterize the development of technologies and their potential benefits. After expert consultations, the final technology indicators are identified and assigned with indicator values. The methodology is concretely explained via a case study. The methodology is embedded in the Technology Management System, which was developed by the Heinz Nixdorf Institute. The rest of this paper is devoted to the introduction of this Technology Management System.","technology intelligence; data mining; bibliometrics; co-word analysis; technology database"
"Uehara M.; Takahashi K.; Hoshuyama T.; Tanaka C.","A proposal for topic-based impact factors and their application to occupational health literature","2003","JOURNAL OF OCCUPATIONAL HEALTH","10.1539/joh.45.248","N/A","impact factor; bibliometrics; occupational health; journalology"
"Kurtz M.J.; Bollen J.","Usage Bibliometrics","2010","ANNUAL REVIEW OF INFORMATION SCIENCE AND TECHNOLOGY","N/A","N/A","N/A"
"Gamstaetter T.","Characteristics and trends of publications in the <i>European Journal of Internal Medicine</i>","2023","EUROPEAN JOURNAL OF INTERNAL MEDICINE","10.1016/j.ejim.2023.03.013","N/A","Internal medicine; Citations; Journals; Bibliometrics; Clinical trials; EFIM"
"Marincek C.; Franchignoni F.","Some thoughts on bibliometrics, usage metrics and altmetrics concerning the International Journal of Rehabilitation Research","2019","INTERNATIONAL JOURNAL OF REHABILITATION RESEARCH","10.1097/MRR.0000000000000356","N/A","N/A"
"Guo S.L.; Li L.; Xue J.; Li J.X.; Xiao T.T.","The Development and Evolution of Chinese Culture Communication Research Based on Social Network Analysis","2018","2018 2ND INTERNATIONAL CONFERENCE ON APPLIED MATHEMATICS, MODELING AND SIMULATION (AMMS 2018)","N/A","By using the methods of bibliometrics and social network analysis, this paper studies the evolution and development of cultural communication by keywords, we are trying to dig out the hot spots and development trends in the field of culture research. Taking the core periodicals of Chinese knowledge network as the database source, the data mining and correlation analysis are carried out by the methods of artificial screening, keyword cooccurrence, bibliometrics and social network analysis. A total of 5814 articles on cultural transmission were retrieved. The overall number of the papers showed an exponential growth trend. The development of cultural transmission was divided into five stages, the characteristics of each stage are prominent and the content of research in various stages has changed obviously. The content of cross-cultural communication, communication strategy and traditional culture has always been the focus of research.","Culture communication; Development trend; Intercultural communication; Bibliometrics; Social network analysis"
"Rochitte C.E.","ABC Cardiol - Our Home of the Cardiovascular Scientific Research","2020","ARQUIVOS BRASILEIROS DE CARDIOLOGIA","10.36660/abc.20201206","N/A","Bibliometrics; Metrics; Periodicals; Journal Impact Factor; Peer Review, Research"
"Thonon F.; Saghatchian M.; Boulkedid R.; Alberti C.","Using Bibliometrics to Measure the Impact of Cancer Research on Health Service and Patient Care: Selecting and Testing Four Indicators","2015","PROCEEDINGS OF ISSI 2015 ISTANBUL: 15TH INTERNATIONAL SOCIETY OF SCIENTOMETRICS AND INFORMETRICS CONFERENCE","N/A","N/A","N/A"
