AU	TI	PY	SO	DI	AB	DE
Owen G.S.; Harmon K.A.; Sullivan G.A.; Petit H.J.; Westrick J.; Cameron J.R.; Gulack B.C.; Shah A.N.	Methods of measurement for pneumothorax in pediatric patients: a systematic review	2024	Pediatric Surgery International	10.1007/s00383-024-05640-0	Accurate measurement of pneumothorax (PTX) size is necessary to guide clinical decision making; however, there is no consensus as to which method should be used in pediatric patients. This systematic review seeks to identify and evaluate the methods used to measure PTX size with CXR in pediatric patients. A systematic review of the literature through 2021 following Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) was conducted using the following databases: Ovid/MEDLINE, Scopus, Cochrane Database of Controlled Trials, Cochrane Database of Systematic Reviews, and Google Scholar. Original research articles that included pediatric patients (< 18 years old) and outlined the PTX measurement method were included. 45 studies were identified and grouped by method (Kircher and Swartzel, Rhea, Light, Collins, Other) and societal guideline used. The most used method was Collins (n = 16; 35.6%). Only four (8.9%) studies compared validated methods. All found the Collins method to be accurate. Seven (15.6%) studies used a standard classification guideline and 3 (6.7%) compared guidelines and found significant disagreement between them. Pediatric-specific measurement guidelines for PTX are needed to establish consistency and uniformity in both research and clinical practice. Until there is a better method, the Collins method is preferred. © The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature 2024.	Chest X-ray; Collins method; Measurement; Pneumothorax; Systematic review
Xu C.; Song Z.; Hu J.-Y.; Li C.-C.; Shen H.	Global research trend and hotspot in the low FODMAP diet: a bibliometric analysis	2024	Journal of Health, Population and Nutrition	10.1186/s41043-024-00567-7	The low FODMAP diet is the most recommended dietary intervention for the clinical management of IBS symptoms. Bibliometrics analysis provides a comprehensive perspective and direction on global research trend and hotspot in the low FODMAP diet research. The restriction stage of the low FODMAP diet is superior to other dietary therapies for IBS in terms of symptom response, but it has a negative impact on the abundance of gut Bifidobacteria and diet quality. Identification of biomarkers to predict response to the low FODMAP diet has become the current research hotspot. Large, well-designed clinical research studies are needed in the future to investigate the long-term efficacy and safety of the low FODMAP diet, including FODMAP reintroduction and personalization stages. © The Author(s) 2024.	Bibliometric analysis; Dietary management strategy; FODMAP; Hotspots; Irritable bowel syndrome; Low FODMAP diet
Zyoud S.H.	Analyzing global research trends and focal points of laser hair removal from 1997 to 2023: visualization and bibliometric analysis	2024	Lasers in Medical Science	10.1007/s10103-024-04123-x	[No abstract available]	N/A
Wen C.; Shen G.; Fang C.; Tian L.	Insight into the research history and trends of total anomalous pulmonary venous connection: a bibliometric analysis	2024	Journal of Cardiothoracic Surgery	10.1186/s13019-024-02787-8	Background: Total anomalous pulmonary venous connection (TAPVC) is a rare congenital heart disease characterized by the inability of all pulmonary veins to connect to the left atrium. Our previous bibliometric article summarized the characteristics of only the 100 most cited papers in TAPVC research. The purpose of this study was to use comprehensive bibliometric analysis to examine the development history, current status, and future trends in the field of TAPVC. Methods: All publications on TAPVC published between 2000 and 2023 were collected from the Web of Science Core Collection. The publication and citation data were quantitatively analyzed by publication year, country, institution, author, and journal. Co-authorship and co-occurrence analyses were performed using VOSviewer, and keyword and reference bursts were identified using CiteSpace. Pearson’s test was used to examine the correlations between two continuous variables. Results: As of July 20, 2023, we identified 368 publications with 3320 citations. These publications were published in 132 journals and authored by 1835 researchers from 457 institutions in 47 countries. For the number of publications, the top country, top institution, top author, and top journals were the United States (n = 82), Shanghai Jiao Tong University (n = 13), Huiwen Chen (n = 9), and Annals of Thoracic Surgery and Pediatric Cardiology (n = 29 each), respectively. For the number of citations, the top country, top affiliation, top author, and top journal were the United States (n = 1348), University of Toronto (n = 250), Christopher A. Caldarone (n = 315), and Annals of Thoracic Surgery (n = 746), respectively. The number of national publications significantly correlated with GDP (R = 0.887, P < 0.001), research & development (R&D) expenditure (R = 0.375, P = 0.013), population (R = 0.694, P < 0.001), and journals (R = 0.751, P < 0.001). The number of national citations significantly correlated with GDP (R = 0.881, P < 0.001), R&D expenditure (R = 0.446, P = 0.003), population (R = 0.305, P = 0.037), and journals (R = 0.917, P < 0.001). International collaboration in the field of TAPVC was not well developed. The most commonly cited publication discussed era changes in mortality and reoperation rate in TAPVC patients. The most common keywords were “total anomalous pulmonary venous connection” and “congenital heart disease”. The keyword “case report” appeared most recently, with an average occurrence year of 2021.8. The co-occurrence analysis grouped 26 keywords into six themes: surgical repair of TAPVC, postoperative pulmonary vein stenosis, surgical repair of TAPVC patients with heterotaxy, application of echocardiography in diagnosing TAPVC, application of echocardiography in the prenatal diagnosis of TAPVC, and application of the sutureless technique in the surgical repair of TAPVC patients with right atrial isomerism or a single ventricle. Citation burst detection identified 32 references with citation bursts, seven of which had ongoing citation bursts until 2023. Conclusions: This study conducted a bibliometric analysis to provide a comprehensive overview of TAPVC research. We hope to offer new ideas for promoting development in the field of TAPVC. © The Author(s) 2024.	Bibliometrics; CiteSpace; Hot spot; Research progress; Total anomalous pulmonary venous connection; VOSViewer
Xing M.; Li Z.; Cui Y.; He M.; Xing Y.; Yang L.; Liu Z.; Luo L.; Wang H.; Guo R.	Antibody–drug conjugates for breast cancer: a bibliometric study and clinical trial analysis	2024	Discover Oncology	10.1007/s12672-024-01192-w	Background: Breast cancer (BC) remains the most commonly malignancy among women worldwide. Although early-stage BC typically presents with curative possibilities, advanced-stage disease, especially with metastasis, is significantly limited in terms of effective therapeutic interventions, thereby establishing it as the second leading cause of cancer-related deaths in women. Antibody–Drug Conjugates (ADCs) establish a groundbreaking class of anti-neoplastic agents characterized by high specificity and targeting precision. These agents have been significant in reshaping the therapeutic approach to breast cancer, especially those subtypes with overexpression of the Human Epidermal Growth Factor Receptor 2 (HER2). Comprising monoclonal antibodies, cytotoxic payloads, and conjugative linkers, ADCs function by specifically targeting antigens on cancer cells, thereby facilitating the intracellular delivery of the toxic payload. The present investigation endeavors to synthesize existing primary research outcomes through rigorous bibliometric and data analytical approaches, thereby elucidating the current research landscape, delineating research foci, and identifying potential avenues for future innovation. Methods: For bibliometric analysis, a comprehensive data set comprising 2181 entries related to ADCs in breast cancer was retrieved from the Web of Science Core Collection (WoSCC) spanning the years 1999 to 2023. This data was further filtered from the Science Citation Index Expanded (SCI-Expanded). Analysis software tools such as CiteSpace and VOSviewer were employed for multifaceted analyses such as trends of publications, contributions of countries, and burst analytics. In the dimension of clinical trials, we interrogated databases including ClinicalTrials.gov (https://www.clinicaltrials.gov) and the WHO International Clinical Trials Registry Platform (ICTRP) (https://trialsearch.who.int). A total of 239 clinical trials were initially sourced, among which, 175 were from ClinicalTrials.gov and 64 from ICTRP. After repetitive and correlation-based screening, 119 trials specifically addressing ADC therapeutic strategies in breast cancer were included. Analytical algorithms were executed using Microsoft-based software to evaluate treatment paradigms, emergent research themes, and progress. Results: Our investigations signify a growing trend of research on ADCs, with consistent advancements in scientific achievements. The analysis revealed that variables such as economic stratification of nations, healthcare investment paradigms, and disease incidence rates serve as significant determinants in shaping research output. Geographically, the United States emerged as the predominant contributor to the research corpus (36.56%), closely followed by China (21.33%). The underpinning of research accomplishments was found to be significantly bolstered by advancements in molecular biology, immunology, and genetic research. Moreover, the advent of nuclear magnetic resonance diagnostic modalities has contributed saliently to the diagnostic and therapeutic management of breast cancer. Conclusion: Our study provides a comprehensive overview of the ADC research landscape through rigorous bibliometric and clinical trial evaluations. At present, the ADC arena has witnessed the successful development and FDA approval of 14 distinct agents, substantially improving the clinical outcomes for a broad spectrum of oncological patients. Future research imperatives may include the exploration of ADCs targeting mutated oncoproteins, dual-specificity ADCs, combination payload strategies, peptide-drug conjugates (PDCs), and non-internalizing ADC modalities. With sustained academic and clinical focus, the ADC domain is poised for transformative advancements in targeted therapeutics across a variety of malignancies. © The Author(s) 2024.	N/A
Song H.; Zhang Y.; Gu N.; Zhi X.; Wang W.	Visualization analysis of artificial intelligence in bone trauma research based on Citespace	2025	Chinese Journal of Tissue Engineering Research	10.12307/2025.129	BACKGROUND: The development of artificial intelligence in the medical field is rapidly advancing, with increasing research on its applications in the field of bone trauma. Through bibliometric analysis, this paper analyzed the research hotspots of artificial intelligence in the field of bone trauma in recent years, and predicted the future research trend. OBJECTIVE: To summarize the development history, research status, hot spots, and future development trends of artificial intelligence technology in the field of bone trauma to provide new insights for future research. METHODS: This study selected relevant literature from the Web of Science core database, covering the period from the inception to August 2023, and retrieved 420 articles related to the application of artificial intelligence, machine learning, and deep learning in the field of bone trauma. After manual screening, 202 articles related to this article were exported, and Citespace software was used for visual analysis of cooperation of countries, institutions, cited journals, citation analysis, keyword co-occurrence, and other aspects. RESULTS AND CONCLUSION: (1) The overall number of publications from the 202 selected articles showed an upward trend, indicating significant research potential for future studies. The country with the highest centrality and the highest publication volume was the United States. The University of California (USA) was the most prolific research institution. (2) The top five most commonly used keywords in bone trauma research using artificial intelligence were deep learning, artificial intelligence, bone density, machine learning, and diagnosis. The keyword with the highest centrality was bone density, and the keyword with the highest frequency was deep learning. (3) The top 10 most cited reference papers provided comprehensive insights into the feasibility of applying artificial intelligence techniques to the diagnosis of bone trauma from various perspectives. Among them, eight papers focused on bone and joint injuries and deep convolutional neural networks. One paper discussed the use of deep learning in detecting osteoporosis in CT scans to prevent fragility fractures, while another paper explored the correlation between the application of artificial intelligence in identifying changes in skin texture and the recognition of bone characteristics. (4) In the future, the research hotspots of artificial intelligence will mainly focus on the specific study of fractures caused by bone and joint trauma and osteoporosis. The research trend mainly focuses on improving the performance of artificial intelligence algorithms, using new artificial intelligence technologies to accurately classify and quickly and efficiently diagnose bone injuries, especially for the diagnosis of complex and hidden fractures. By establishing finite element analysis models, more standardized evaluations of bone injuries can be achieved. © 2025, Publishing House of Chinese Journal of Tissue Engineering Research. All rights reserved.	artificial intelligence; bibliometrics; bone trauma; Citespace; deep learning; fractures; imaging diagnosis; machine learning; visualization analysis; Web of Science
Gande S.; Gould M.; Ganti L.	Bibliometric analysis of ChatGPT in medicine	2024	International Journal of Emergency Medicine	10.1186/s12245-024-00624-2	Introduction: The emergence of artificial intelligence (AI) chat programs has opened two distinct paths, one enhancing interaction and another potentially replacing personal understanding. Ethical and legal concerns arise due to the rapid development of these programs. This paper investigates academic discussions on AI in medicine, analyzing the context, frequency, and reasons behind these conversations. Methods: The study collected data from the Web of Science database on articles containing the keyword “ChatGPT” published from January to September 2023, resulting in 786 medically related journal articles. The inclusion criteria were peer-reviewed articles in English related to medicine. Results: The United States led in publications (38.1%), followed by India (15.5%) and China (7.0%). Keywords such as “patient” (16.7%), “research” (12%), and “performance” (10.6%) were prevalent. The Cureus Journal of Medical Science (11.8%) had the most publications, followed by the Annals of Biomedical Engineering (8.3%). August 2023 had the highest number of publications (29.3%), with significant growth between February to March and April to May. Medical General Internal (21.0%) was the most common category, followed by Surgery (15.4%) and Radiology (7.9%). Discussion: The prominence of India in ChatGPT research, despite lower research funding, indicates the platform’s popularity and highlights the importance of monitoring its use for potential medical misinformation. China’s interest in ChatGPT research suggests a focus on Natural Language Processing (NLP) AI applications, despite public bans on the platform. Cureus’ success in publishing ChatGPT articles can be attributed to its open-access, rapid publication model. The study identifies research trends in plastic surgery, radiology, and obstetric gynecology, emphasizing the need for ethical considerations and reliability assessments in the application of ChatGPT in medical practice. Conclusion: ChatGPT’s presence in medical literature is growing rapidly across various specialties, but concerns related to safety, privacy, and accuracy persist. More research is needed to assess its suitability for patient care and implications for non-medical use. Skepticism and thorough review of research are essential, as current studies may face retraction as more information emerges. © The Author(s) 2024.	N/A
Uzun H.; Akça G.; Sönmez B.; Orman E.; Kaçan Y.; Dil E.	The evolving landscape of publishing in human reproduction: an analysis of scientometric data, open-access publishing, and article processing charges	2024	Middle East Fertility Society Journal	10.1186/s43043-024-00198-2	Background: This bibliometric study aims to examine the associations of journals in the field of human reproduction with their access types and article processing charges to evaluate the evolving landscape of publishing in human reproduction. Methods: The primary databases, including Clarivate Analytics Master Journal List, Scopus®, PubMed, and Directory of Open Access Journals, were scrutinized to identify pertinent journals within the realm of human reproduction, utilizing keywords such as reproductive, reproduction, fertility, and infertility. Journals were excluded if they were not actively publishing in English or primarily focused on reproductive health, men’s health, sexual medicine, embryogenesis, developmental biology, or veterinary medicine concerning animal reproduction. A thorough characterization of the journals was conducted, followed by a comparative analysis of citation metrics and article processing charges across various access models. Results: Forty-one journals were included into the study. A significant increase in the proportion of gold and diamond open-access journals was observed, rising from 42% (13 out of 31) to 53.6% (22 out of 41) by 2023. Hybrid journals demonstrated superior citation metrics compared to diamond open-access journals. For hybrid journals, a statistically significant, moderately positive correlation was found between article processing charges and CiteScore (rs (27) = 0.515, p <.024). Conversely, no correlation was observed between article processing charges and CiteScore for gold open-access journals (rs (27) = 0.445, p = 0.147). The mean article processing charges for all hybrid and gold open-access journals were calculated as US $3032.88 ± 1108.514 (312 to 4430). Specifically, the mean article processing charges for hybrid journals (US $3617.4 ± 610.19) were significantly higher than those for gold open-access journals (US $1916.82 ± 988.32), with a difference of 1700.658 (95% CI: 1124.861–2276.455), t (30) = 6.032, and p <.0005. Conclusion: Hybrid journals in the field of human reproduction carry fees nearly twice as high as those of gold open-access journals. The charging policies of gold open-access journals, which are not contigent upon citation metrics, emphasize the importance of caution for both authors and funders. © The Author(s) 2024.	Article processing charge; Cost; Metrics; Open access
Long Y.; Zhao S.; Tang X.; Yu Q.; Gao F.; Liu J.; Wang Y.; Zhou Y.; Yi H.	Research status and prospect of purification technology of sulfur-containing odor gas	2025	Journal of Environmental Sciences (China)	10.1016/j.jes.2023.10.034	Catalytic purification of sulphur-containing malodorous gases has attracted wide attention because of its advantages of high purification efficiency, low energy consumption and lack of secondary pollution. The selection of efficient catalysts is the key to the problem, while the preparation and optimisation of catalysts depend on the analysis of experimental results and in-depth mechanistic analysis. By analysing the published literature, bibliometric analysis can identify existing research hotspots, the areas of interest and predict development trends, which can help to identify hot catalysts in the catalytic purification of sulphur-containing odours and to investigate their catalytic purification mechanisms. Therefore, this paper uses bibliometric analysis, based on Web Of Science and CNKI databases, CiteSpace and VOS viewer software to collate and analyse the literature on the purification of sulphur-containing odour pollutants, to identify the current research hotspots, to summarise the progress of research on the catalytic purification of different types of sulphur-containing odours, and to analyse their reaction mechanisms and kinetics. On this basis, the research progress of catalytic purification of different kinds of sulfur odour is summarized, and the reaction mechanism and dynamics are summarized. © 2023	Bibliometric; Catalytic decomposition; Catalytic oxidation; Sulphur-containing odor gases
Li Z.-Q.; Wang X.-F.; Liu J.-P.	Publication Trends and Hot Spots of ChatGPT’s Application in the Medicine	2024	Journal of Medical Systems	10.1007/s10916-024-02074-y	This study aimed to analyze the current landscape of ChatGPT application in the medical field, assessing the current collaboration patterns and research topic hotspots to understand the impact and trends. By conducting a search in the Web of Science, we collected literature related to the applications of ChatGPT in medicine, covering the period from January 1, 2000 up to January 16, 2024. Bibliometric analyses were performed using CiteSpace (V6.2., Drexel University, PA, USA) and Microsoft Excel (Microsoft Corp.,WA, USA) to map the collaboration among countries/regions, the distribution of institutions and authors, and clustering of keywords. A total of 574 eligible articles were included, with 97.74% published in 2023. These articles span various disciplines, particularly in Health Care Sciences Services, with extensive international collaboration involving 73 countries. In terms of countries/regions studied, USA, India, and China led in the number of publications. USA ot only published nearly half of the total number of papers but also exhibits a highest collaborative capability. Regarding the co-occurrence of institutions and scholars, the National University of Singapore and Harvard University held significant influence in the cooperation network, with the top three authors in terms of publications being Wiwanitkit V (10 articles), Seth I (9 articles), Klang E (7 articles), and Kleebayoon A (7 articles). Through keyword clustering, the study identified 9 research theme clusters, among which “digital health”was not only the largest in scale but also had the most citations. The study highlights ChatGPT’s cross-disciplinary nature and collaborative research in medicine, showcasing its growth potential, particularly in digital health and clinical decision support. Future exploration should examine the socio-economic and cultural impacts of this trend, along with ChatGPT’s specific technical uses in medical practice. © The Author(s) 2024.	Bibliometric analysis; ChatGPT; Citespace; Clustering analysis
