AU	TI	PY	SO	DI	AB	DE
payrovnaziri s.n.; chen z.; rengifo-moreno p.; miller t.; bian j.; chen j.h.; liu x.; he z.	explainable artificial intelligence models using real-world electronic health record data: a systematic scoping review	2020	journal of the american medical informatics association	10.1093/jamia/ocaa053	objective: to conduct a systematic scoping review of explainable artificial intelligence (xai) models that use real-world electronic health record data, categorize these techniques according to different biomedical applications, identify gaps of current studies, and suggest future research directions. materials and methods: we searched medline, ieee xplore, and the association for computing machinery (acm) digital library to identify relevant papers published between january 1, 2009 and may 1, 2019. we summarized these studies based on the year of publication, prediction tasks, machine learning algorithm, dataset(s) used to build the models, the scope, category, and evaluation of the xai methods. we further assessed the reproducibility of the studies in terms of the availability of data and code and discussed open issues and challenges. results: forty-two articles were included in this review. we reported the research trend and most-studied diseases. we grouped xai methods into 5 categories: knowledge distillation and rule extraction (n = 13), intrinsically interpretable models (n = 9), data dimensionality reduction (n = 8), attention mechanism (n = 7), and feature interaction and importance (n = 5). discussion: xai evaluation is an open issue that requires a deeper focus in the case of medical applications. we also discuss the importance of reproducibility of research work in this field, as well as the challenges and opportunities of xai from 2 medical professionals' point of view. conclusion: based on our review, we found that xai evaluation in medicine has not been adequately and formally practiced. reproducibility remains a critical concern. ample opportunities exist to advance xai research in medicine.  (c) 2020 the author(s) 2020. published by oxford university press on behalf of the american medical informatics association. all rights reserved.	deep learning; electronic health records; explainable artificial intelligence (xai); interpretable machine learning; real-world data
yue x.; ma n.l.; sonne c.; guan r.; lam s.s.; van le q.; chen x.; yang y.; gu h.; rinklebe j.; peng w.	mitigation of indoor air pollution: a review of recent advances in adsorption materials and catalytic oxidation	2021	journal of hazardous materials	10.1016/j.jhazmat.2020.124138	indoor air pollution with toxic volatile organic compounds (vocs) and fine particulate matter (pm2.5) is a threat to human health, causing cancer, leukemia, fetal malformation, and abortion. therefore, the development of technologies to mitigate indoor air pollution is important to avoid adverse effects. adsorption and photocatalytic oxidation are the current approaches for the removal of vocs and pm2.5 with high efficiency. in this review we focus on the recent development of indoor air pollution mitigation materials based on adsorption and photocatalytic decomposition. first, we review on the primary indoor air pollutants including formaldehyde, benzene compounds, pm2.5, flame retardants, and plasticizer: next, the recent advances in the use of adsorption materials including traditional biochar and mof (metal-organic frameworks) as the new emerging porous materials for vocs absorption is reviewed. we review the mechanism for mitigation of vocs using biochar (noncarbonized organic matter partition and adsorption) and mof together with parameters that affect indoor air pollution removal efficiency based on current mitigation approaches including the mitigation of vocs using photocatalytic oxidation. finally, we bring forward perspectives and directions for the development of indoor air mitigation technologies. (c) 2020	adsorption; hazardous vocs; indoor air pollution; mofs; photocatalytic oxidation; pm2.5
nielsen m.w.; andersen j.p.; schiebinger l.; schneider j.w.	one and a half million medical papers reveal a link between author gender and attention to gender and sex analysis	2017	nature human behaviour	10.1038/s41562-017-0235-x	gender and sex analysis is increasingly recognized as a key factor in creating better medical research and health care 1-7. using a sample of more than 1.5 million medical research papers, our study examined the potential link between women's participation in medical science and attention to gender-related and sex-related factors in disease-specific research. adjusting for variations across countries, disease topics and medical research areas, we compared the participation of women authors in studies that do and do not involve gender and sex analysis. overall, our results show a robust positive correlation between women's authorship and the likelihood of a study including gender and sex analysis. these findings corroborate discussions of how women's participation in medical science links to research outcomes, and show the mutual benefits of promoting both the scientific advancement of women and the integration of gender and sex analysis into medical research. (c) 2017 the author(s).	
mao g.; liu x.; du h.; zuo j.; wang l.	way forward for alternative energy research: a bibliometric analysis during 1994-2013	2015	renewable and sustainable energy reviews	10.1016/j.rser.2015.03.094	the alternative energy plays a crucial role in the sustainable energy development. the alternative energy related literature had attracted a growing attention with the research outputs expanding substantially. based on the science citation index-expanded (sci-e) and the social sciences citation index (ssci), a bibliometric analysis of the research output was carried out to depict existing research activities on alternative energy and future directions. the article was the main type of publications with the english as the dominate language to explain their results. with the publications increasing rapidly since 2008, the researches mostly focused on the fields of energy & fuels and environmental sciences. energy policy was the journal that published the largest number of research articles on the alternative energy. the bioenergy and solar energy were popular items in the commonly used 20 journals. among the countries, the usa was leading on alternative energy related research, publishing the largest number of articles (tp=2368) and being the most influent (h-index=90). the usa played a key role in the academic collaborations with china, uk, canada, germany, italy, south korea and spain. the national renewable energy lab (the usa) contributed most in the alternative energy field and more specially, the school of electrical & computer engineering (tp=36) was the most productive subordinate in the national technology university of athens. it was interesting to note that more attention was paid to solar or wind energy during the first 5 or 10 years, then turned to bioenergy subsequently except for spain, canada and australia. in addition, bioenergy received the most attention in the 7 types of alternative energy. the forest/wood biomass, energy crops and switchgrass were the main bioenergy resources and fermentation was the commonly used conversion technology. the production of biogas, biodiesel and bioethanol was most popular in the bioenergy related studies. wind energy and solar energy related researches were mainly on the energy utilization approaches such as the wind generation, wind farm, photovoltaic and solar thermal. the conversion devices such as the wind turbine and solar cell were paid most attention in order to improve the production efficiency. the most cited article, published in desalination in 2009 with 1562 citations until 2013, was about wind power utilization in the reverse osmosis desalination plant. (c) 2015 elsevier ltd. all rights reserved.	alternative energy; bibliometric method; bioenergy; cooperation analysis; h-index
evans j.a.; reimer j.	open access and global participation in science	2009	science	10.1126/science.1154562	[no abstract available]	
zhang k.; aslan a.b.	ai technologies for education: recent research & future directions	2021	computers and education: artificial intelligence	10.1016/j.caeai.2021.100025	from unique educational perspectives, this article reports a comprehensive review of selected empirical studies on artificial intelligence in education (aied) published in 1993-2020, as collected in the web of sciences database and selected aied-specialized journals. a total of 40 empirical studies met all selection criteria, and were fully reviewed using multiple methods, including selected bibliometrics, content analysis and categorical meta-trends analysis. this article reports the current state of aied research, highlights selected aied technologies and applications, reviews their proven and potential benefits for education, bridges the gaps between ai technological innovations and their educational applications, and generates practical examples and inspirations for both technological experts that create aied technologies and educators who spearhead ai innovations in education. it also provides rich discussions on practical implications and future research directions from multiple perspectives. the advancement of aied calls for critical initiatives to address ai ethics and privacy concerns, and requires interdisciplinary and transdisciplinary collaborations in large-scaled, longitudinal research and development efforts. (c) 2021 the authors	ai; ai in education; artificial intelligence
qiu j.	publish or perish in china	2010	nature	10.1038/463142a	[no abstract available]	
oldenburg b.f.; sallis j.f.; ffrench m.l.; owen n.	health promotion research and the diffusion and institutionalization of interventions	1999	health education research	10.1093/her/14.1.121	to examine the extent to which health promotion research is providing an empirical basis for the diffusion and institutionalization of effective interventions, we conducted a systematic audit of all articles in 12 public health and health promotion journals for the 1994 calendar year. we identified empirical/non-empirical and health promotion/non-health promotion articles. for each study, the health behaviours or outcomes studied, the target group, gender and setting were categorized. each study was also categorized as belonging to one of four stages: basic research and development, innovation development, diffusion research, and research into institutionalization or policy implementation. of all articles coded (n = 1210), 33.9% were identified as non-research, 39.5% were health promotion research and 26.6% were non-health promotion research. the vast majority of studies fell within the basic research and development stage (89.6%), with less than 1% categorized as diffusion research and only 5% as institutionalization or policy implementation research. the published studies reviewed provide a limited empirical basis for diffusion and institutionalization of health promotion programs. these findings suggest a need to more systematically monitor research input (funding) and research output (publications), and to develop a more explicit focus on the relevance of the stages of research innovation and development, the issues and/or behaviours addressed, the target population, and the research setting.	
li f.; li m.; guan p.; ma s.; cui l.	mapping publication trends and identifying hot spots of research on internet health information seeking behavior: a quantitative and co-word biclustering analysis	2015	journal of medical internet research	10.2196/jmir.3326	background: the internet has become an established source of health information for people seeking health information. in recent years, research on the health information seeking behavior of internet users has become an increasingly important scholarly focus. however, there have been no long-term bibliometric studies to date on internet health information seeking behavior. objective: the purpose of this study was to map publication trends and explore research hot spots of internet health information seeking behavior. methods: a bibliometric analysis based on pubmed was conducted to investigate the publication trends of research on internet health information seeking behavior. for the included publications, the annual publication number, the distribution of countries, authors, languages, journals, and annual distribution of highly frequent major mesh (medical subject headings) terms were determined. furthermore, co-word biclustering analysis of highly frequent major mesh terms was utilized to detect the hot spots in this field. results: a total of 533 publications were included. the research output was gradually increasing. there were five authors who published four or more articles individually. a total of 271 included publications (50.8%) were written by authors from the united states, and 516 of the 533 articles (96.8%) were published in english. the eight most active journals published 34.1% (182/533) of the publications on this topic. ten research hot spots were found: (1) behavior of internet health information seeking about hiv infection or sexually transmitted diseases, (2) internet health information seeking behavior of students, (3) behavior of internet health information seeking via mobile phone and its apps, (4) physicians' utilization of internet medical resources, (5) utilization of social media by parents, (6) internet health information seeking behavior of patients with cancer (mainly breast cancer), (7) trust in or satisfaction with web-based health information by consumers, (8) interaction between internet utilization and physician-patient communication or relationship, (9) preference and computer literacy of people using search engines or other web-based systems, and (10) attitude of people (especially adolescents) when seeking health information via the internet. conclusions: the 10 major research hot spots could provide some hints for researchers when launching new projects. the output of research on internet health information seeking behavior is gradually increasing. compared to the united states, the relatively small number of publications indexed by pubmed from other developed and developing countries indicates to some extent that the field might be still underdeveloped in many countries. more studies on internet health information seeking behavior could give some references for health information providers. (c)fan li, min li, peng guan, shuang ma, lei cui.	bibliometric analysis; biclustering; co-word analysis; health information; hot spots; information seeking behavior; internet; publication status
filardo g.; kon e.; roffi a.; di martino a.; marcacci m.	scaffold-based repair for cartilage healing: a systematic review and technical note	2013	arthroscopy - journal of arthroscopic and related surgery	10.1016/j.arthro.2012.05.891	purpose: the aim of this systematic review was to address the treatment of chondral and osteochondral knee lesions through the use of scaffolds, by showing surgical options and results of this scaffold-based repair approach for the healing of the articular surface. methods: all studies published in english addressing cartilage scaffold-based treatment were identified, including those that fulfilled the following criteria: (1) levels i to iv evidence addressing the outlined areas of interest, (2) measures of functional or clinical outcome, (3) knee cartilage lesions, and (4) minimum of 2 years of follow-up. results: the analysis showed a progressively increasing number of articles per year from 1995 to february 2012. the number of selected articles was 51, with 40 focusing on 2-step procedures and 11 focusing on 1-step procedures. the evaluation of evidence level showed 3 randomized studies, 10 comparative studies, 33 case series, and 5 case reports. conclusions: regenerative scaffold-based procedures are emerging as a therapeutic option for the treatment of chondral lesions, but well-designed studies are lacking. systematic long-term evaluation of these techniques and randomized studies are necessary to confirm the potential of this treatment approach, especially compared with the available traditional treatments. different 1-step scaffold-based strategies are emerging to simplify the procedure and reduce costs. level of evidence: level iv, systematic review of level i to iv studies. (c) 2013 by the arthroscopy association of north america.	
taylor j.s.; demers s.m.; vig e.k.; borson s.	the disappearing subject: exclusion of people with cognitive impairment and dementia from geriatrics research	2012	journal of the american geriatrics society	10.1111/j.1532-5415.2011.03847.x	objectives to evaluate exclusion of persons with cognitive impairment from research in geriatrics by determining its frequency, method, and rationale and treatment in the resulting publications. design all original research articles published in 2008 and 2009 in the journal of the american geriatrics society (n = 434) were reviewed using a structured data collection tool. setting the journal of the american geriatrics society. participants there were no participants in this study. measurements data captured included recruitment method, explicit criterion for exclusion of persons with cognitive impairment, justification of exclusion criterion, reason given for exclusion, percentage of individuals excluded, and mention of exclusion as a possible limitation. results of 434 articles examined, 16% used recruitment methods likely to reduce participation by persons with cognitive impairment. at least 29% of studies (n = 127) employed explicit exclusion criteria. half used the folstein mini-mental state examination (mmse), with variable cut points (10, 12, 17, 18, 23, 26), and 19% excluded individuals for having dementia without specifying how this was determined. few (6%) provided any justification for exclusion criteria used, only 43% gave any reason for exclusion, and only 14% discussed exclusion as a possible limitation. conclusion persons with cognitive impairment are frequently excluded from research, often without rationale or mention of exclusion as a limitation or any discussion of its potential effect on the evidence base in geriatrics. when necessary, exclusion should be done thoughtfully and with awareness that this may reduce the clinical utility of study findings. (c) 2012, the american geriatrics society.	exclusion criteria; research methodologies
walshe k.	pseudoinnovation: the development and spread of healthcare quality improvement methodologies	2009	international journal for quality in health care	10.1093/intqhc/mzp012	background. over the last two decades, we have seen the successive rise and fall of a number of concepts, ideas or methods in healthcare quality improvement (qi). paradoxically, the content of many of these qi methodologies is very similar, though their presentation often seeks to differentiate or distinguish them. methods. this paper sets out to explore the processes by which new qi methodologies are developed and disseminated and the impact this has on the effectiveness of qi programmes in healthcare organizations. it draws on both a bibliometric analysis of the qi literature over the period from 1988 to 2007 and a review of the literature on the effectiveness of qi programmes and their evaluation. results. the repeated presentation of an essentially similar set of qi ideas and methods under different names and terminologies is a process of 'pseudoinnovation', which may be driven by both the incentives for qi methodology developers and the demands and expectations of those responsible for qi in healthcare organizations. we argue that this process has important disbenefits because qi programmes need sustained and long-term investment and support in order to bring about significant improvements. the repeated redesign of qi programmes may have damaged or limited their effectiveness in many healthcare organizations. conclusions. a more sceptical and scientifically rigorous approach to the development, evaluation and dissemination of qi methodologies is needed, in which a combination of theoretical, empirical and experiential evidence is used to guide and plan their uptake. our expectations of the evidence base for qi methodologies should be on a par with our expectations in relation to other forms of healthcare interventions. (c) the author 2009. published by oxford university press in association with the international society for quality in health care; all rights reserved.	general methodology; healthcare system; measurement of quality; quality management
yadav d.; rangabhashiyam s.; verma p.; singh p.; devi p.; kumar p.; hussain c.m.; gaurav g.k.; kumar k.s.	environmental and health impacts of contaminants of emerging concerns: recent treatment challenges and approaches	2021	chemosphere	10.1016/j.chemosphere.2020.129492	in the past few decades, new contaminants of emerging concern (cecs) in the air, water, and soil have gained significant attention due to their adverse impact on human health and the environment. the sources of cecs have been identified in different forms from domestic and industrial activities such as personal care products and pharmaceuticals. it has been established that aqueous medium plays a major role in the dissemination of various contaminants, like drinking water, reservoirs, lakes, rivers and waste with water medium. there remains inadequate technology for the treatment of cecs in the wastewater systems. though different techniques have advanced for the treatment of cecs, they still pose a severe threat to human health and disturb the ecological balance. in this review, the characteristics, recent technologies, risk assessment and management of cecs have been discussed. the primary aim is to highlight the new innovative and cost-effective technologies for the remediations of cecs in all forms. biochar is readily and economically available in abundance and an economical adsorbent with 100% adsorptive removal for h2po4-. the bibliometric analysis also performed to understand the emerging research trends on the treatment techniques, which can help in developing a guiding pathway to modern research in academia and industry. (c) 2021 elsevier ltd	abatement technology; contaminants of emerging concern; cost-effective technology; disruptive endocrine chemical.
gao y.; ge l.; shi s.; sun y.; liu m.; wang b.; shang y.; wu j.; tian j.	global trends and future prospects of e-waste research: a bibliometric analysis	2019	environmental science and pollution research	10.1007/s11356-019-05071-8	electronic waste (e-waste) has been widely studied by scholars all over the world, but the research topics and development trends in this field are still unclear. this study aimed to explore the status quo, hot topics, and future prospects in the field of e-waste. data of publications were downloaded from the web of science core collection. we used citespace v, histcite, and vosviewer to analyze literature information. a total of 2800 papers in e-waste research were identified, and the number of publications increased rapidly after 2004. six thousand five hundred seventy-three authors participated in the e-waste research, but 70.01% of the authors published only 1 article. the most productive country in this field was china (1146 publications), and the most productive institution was the chinese academy of sciences (370 publications). the waste management (225 publications) was the most productive journal, and environment science & technology (9704 co-citations) was the most co-cited journal. the main hot topics in e-waste field were management and recycling of e-waste in developing countries, health risk assessment after exposure to organic pollutants, degradation and recovery of waste metal materials, and impact of heavy metals on children's health. the frontier topic was degradation. (c) 2019, springer-verlag gmbh germany, part of springer nature.	bibliometric analysis; citespace; e-waste; research trend; vosviewer; web of science
damar m.	metaverse shape of your life for future: a bibliometric snapshot	2021	journal of metaverse		the metaverse was first introduced in 1992. many people saw metaverse as a new word but the concept of metaverse is not a new term. however, zuckerberg's press release drew all the attention to the metaverse. this study presents a bibliometric evaluation of metaverse technology, which has been discussed in the literature since the nineties. a field study is carried out especially for the metaverse, which is a new and trendy subject. in this way, descriptive information is presented on journals, institutions, prominent researchers, and countries in the field, as well as extra evaluation on the prominent topics in the field and researchers with heavy citations. in our study, which was carried out by extracting the data of all documents between the years 1990-2021 from the web of science database, it was seen that there were few studies in the literature in the historical process for the metaverse, whose popularity has reached its peak in recent months. in addition, it is seen that the subject is handled intensively with virtual reality and augmented reality technologies, and the education sector and digital marketing fields show interest in the field. metaverse will probably have entered many areas of our lives in the next 15-20 years, shape our lives by taking advantage of the opportunities of developing technology. (c) 2021, izmir academy association. all rights reserved.	bibliometrics; literature minings; literature-based discovery; metaverse; virtual world
mead e.l.; doorenbos a.z.; javid s.h.; haozous e.a.; alvord l.a.; flum d.r.; morris a.m.	shared decision-making for cancer care among racial and ethnic minorities: a systematic review	2013	american journal of public health	10.2105/ajph.2013.301631	to assess decision-making for cancer treatment among racial/ethnic minority patients, we systematically reviewed and synthesized evidence from studies ofshareddecision-making, cancer, and minority groups,usingpubmed,psycinfo, cinahl, and embase. we identified significant themes that we compared across studies, refined, and organized into a conceptual model. five major themes emerged: treatment decision-making, patient factors, family and important others, community, and provider factors. thematic data overlapped categories, indicating that individuals' preferences for medical decision-making cannot be authentically examined outside the context of family and community. the shared decision-making model should be expanded beyond the traditional patient-physiciandyad to include other important stakeholders in the cancer treatment decision process, such as family or community leaders.	
khalsa s.b.s.	yoga as a therapeutic intervention: a bibliometric analysis of published research studies	2004	indian journal of physiology and pharmacology		although yoga is historically a spiritual discipline, it has also been used clinically as a therapeutic intervention. a bibliometric analysis. on the biomedical journal literature involving research on the clinical application of yoga has revealed an increase in publication frequency over the past 3 decades with a substantial and growing use of randomized controlled trials. types of medical conditions have included psychopathological (e.g. depression, anxiety), cardiovascular (e.g. hypertension, heart disease), respiratory (e.g. asthma), diabetes and a variety of others. a majority of this research has been conducted by indian investigators and published in indian journals, particularly yoga specialty journals, although recent trends indicate increasing contributions from investigators in the u.s. and england. yoga therapy is a relatively novel and emerging clinical discipline within the broad category of mind-body medicine, whose growth is consistent with the burgeoning popularity of yoga in the west and the increasing worldwide use of alternative medicine.	asana; bibliometric; meditation; mind-body medicine; pranayama; review; yoga
bland j.m.	cluster randomised trials in the medical literature: two bibliometric surveys	2004	bmc medical research methodology	10.1186/1471-2288-4-21	background: several reviews of published cluster randomised trials have reported that about half did not take clustering into account in the analysis, which was thus incorrect and potentially misleading. in this paper i ask whether cluster randomised trials are increasing in both number and quality of reporting. methods: computer search for papers on cluster randomised trials since 1980, hand search of trial reports published in selected volumes of the british medical journal over 20 years. results: there has been a large increase in the numbers of methodological papers and of trial reports using the term 'cluster random' in recent years, with about equal numbers of each type of paper. the british medical journal contained more such reports than any other journal. in this journal there was a corresponding increase over time in the number of trials where subjects were randomised in clusters. in 2003 all reports showed awareness of the need to allow for clustering in the analysis. in 1993 and before clustering was ignored in most such trials. conclusion: cluster trials are becoming more frequent and reporting is of higher quality. perhaps statistician pressure works.	
zhi w.; ji g.	constructed wetlands, 1991-2011: a review of research development, current trends, and future directions	2012	science of the total environment	10.1016/j.scitotenv.2012.09.064	this study explores a bibliometric approach to quantitatively evaluate global scientific constructed wetlands research, and statistically assess current trends, and future directions using the science citation index expanded (sci-expanded) database from 1991 to 2011. articles referencing constructed wetlands were analyzed by accessing the following: publication language, output characteristics, publication performance by country and institution, author keywords, title words, and keywords plus. synthetically analyzing three keyword types, we concluded that the dominant constructed wetlands research hotspots from 1991 to 2011 included water, nutrients, plants, and flow. these four hotspots remained the most dominant research areas throughout our study period, and are predicted to remain the top research emphases in the near future. soil also exhibited a notable increase since 2005, and is likely to become another notable area of research interest in the future. phytoremediation and horizontal were not identified in 1991-1995, but exhibited marked increases from 136th (0.5%) and 169th (0.7%) in 1996-2000, to 9th (3.8%) and 11th (4.3%) in 2006-2011, respectively. therefore, given the heightened attention during the last 15. years, these topics are likely to become a primary research focus in upcoming years. (c) 2012 elsevier b.v.	bibliometric; constructed wetland; current trend; future direction; research development
ho y.-s.; satoh h.; lin s.-y.	japanese lung cancer research trends and performance in science citation index	2010	internal medicine	10.2169/internalmedicine.49.3687	objective this study was undertaken to explore a bibliometric approach to quantitatively assess current research trends in lung cancer in japan, using the related literature in the science citation index (sci) database from 1991 to 2008. materials and methods articles were analyzed by the scientific output and research performances of individuals, institutes, and collaborative countries with japan. distribution of words in the article title, author keywords, and keywords plus in different periods was applied to evaluate research trends by the frequency of keywords used. results keyword analysis indicated that there has been a strategy to connect molecular biology with clinical practice. researchers in japan have published high impact articles related to non-small cell and small cell lung cancer. conclusion finally, this study highlights the topics in lung cancer research that are becoming popular in japan. (c) 2010 the japanese society of internal medicine.	japan; lung cancer; scientometrics; web of science
leung p.t.m.; macdonald e.m.; stanbrook m.b.; dhalla i.a.; juurlink d.n.	a 1980 letter on the risk of opioid addiction	2017	new england journal of medicine	10.1056/nejmc1700150	[no abstract available]	
haustein s.; lariviere v.	the use of bibliometrics for assessing research: possibilities, limitations and adverse effects	2015	incentives and performance: governance of research organizations	10.1007/978-3-319-09785-5_8	researchers are used to being evaluated: publications, hiring, tenure and funding decisions are all based on the evaluation of research. traditionally, this evaluation relied on judgement of peers but, in the light of limited resources and increased bureaucratization of science, peer review is getting more and more replaced or complemented with bibliometric methods. central to the introduction of bibliometrics in research evaluation was the creation of the science citation index (sci) in the 1960s, a citation database initially developed for the retrieval of scientific information. embedded in this database was the impact factor, first used as a tool for the selection of journals to cover in the sci, which then became a synonym for journal quality and academic prestige. over the last 10 years, this indicator became powerful enough to influence researchers' publication patterns in so far as it became one of the most important criteria to select a publication venue. regardless of its many flaws as a journal metric and its inadequacy as a predictor of citations on the paper level, it became the go-to indicator of research quality and was used and misused by authors, editors, publishers and research policy makers alike. the h-index, introduced as an indicator of both output and impact combined in one simple number, has experienced a similar fate, mainly due to simplicity and availability. despite their massive use, these measures are too simple to capture the complexity and multiple dimensions of research output and impact. this chapter provides an overview of bibliometric methods, from the development of citation indexing as a tool for information retrieval to its application in research evaluation, and discusses their misuse and effects on researchers' scholarly communication behavior. (c) 2015, springer international publishing switzerland. all rights reserved.	
weeks w.b.; wallace a.e.; kimberly b.c.s.	changes in authorship patterns in prestigious us medical journals	2004	social science and medicine	10.1016/j.socscimed.2004.02.029	to improve identification of contributors to manuscripts, editors of medical journals have developed authorship responsibility criteria. some have specified an acceptable number of authors per manuscript. we wanted to examine changes in patterns of authorship in the context of the development of these specifications. therefore, we used a retrospective cohort design to calculate the average number of authors per manuscript and the prevalence of group and corporate authorship between 1980 and 2000 for original, scientific, non-serial articles published in four prestigious medical journals: the annals of internal medicine, archives of internal medicine, journal of the american medical association, and the new england journal of medicine. group authorship identifies individual authors in the byline who are writing for a group; in corporate authorship, contributors are not individually listed in the byline. we found that the number of authors per article increased dramatically over time in each journal, from an average of 4.5 in 1980 to 6.9 in 2000 across journals. as a proportion of published manuscripts, group authorship (authors listed in the byline) increased from virtually zero to over 15%, while corporate authorship (authors not listed in the byline) remained rare and stagnant. manuscripts published by single authors all but vanished. group authorship was most prevalent in journals that limited the acceptable number of authors per manuscript. these findings suggest that the number of authors per manuscript continues to grow. the growth in the number of authors on bylines and the proportion of group-authored manuscripts is likely to reflect the increasing complexity of medical research. (c) 2004 elsevier ltd. all rights reserved.	academic medicine; publications
abu-jbara a.; ezra j.; radev d.	purpose and polarity of citation: towards nlp-based bibliometrics	2013	naacl hlt 2013 - 2013 conference of the north american chapter of the association for computational linguistics: human language technologies, proceedings of the main conference		bibliometric measures are commonly used to estimate the popularity and the impact of published research. existing bibliometric measures provide quantitative indicators of how good a published paper is. this does not necessarily reflect the quality of the work presented in the paper. for example, when hindex is computed for a researcher, all incoming citations are treated equally, ignoring the fact that some of these citations might be negative. in this paper, we propose using nlp to add a qualitative aspect to biblometrics. we analyze the text that accompanies citations in scientific articles (which we term citation context). we propose supervised methods for identifying citation text and analyzing it to determine the purpose (i.e. author intention) and the polarity (i.e. author sentiment) of citation. (c) 2013 association for computational linguistics.	
briand j.-f.	marine antifouling laboratory bioassays: an overview of their diversity	2009	biofouling	10.1080/08927010902745316	in aquatic environments, biofouling is a natural process of colonization of submerged surfaces, either living or artificial, involving a wide range of organisms from bacteria to invertebrates. antifouling can be defined as preventing the attachment of organisms onto surfaces. this article reviews the laboratory bioassays that have been developed for studying the control of algae and invertebrates by epibiosis (chemical ecology) and the screening of new active compounds (natural products and biocides) to inhibit settlement or adhesion, ie fouling-release coatings. the assays utilize a range of organisms (mainly marine bacteria, diatoms, algae, barnacles). the main attributes of assays for micro- and macroorganisms are described in terms of their main characteristics and depending on the biological process assessed (growth, adhesion, toxicity, behavior). the validation of bioassays is also discussed. (c) 2009 taylor & francis.	algae; barnacle; biofilm; biofouling; chemical cue; diatom; larvae; settlement
kazeminia m.; abdi a.; shohaimi s.; jalali r.; vaisi-raygani a.; salari n.; mohammadi m.	dental caries in primary and permanent teeth in children's worldwide, 1995 to 2019: a systematic review and meta-analysis	2020	head and face medicine	10.1186/s13005-020-00237-z	background: early childhood caries (ecc) is a type of dental caries in the teeth of infants and children that is represented as one of the most prevalent dental problems in this period. various studies have reported different types of prevalence of dental caries in primary and permanent teeth in children worldwide. however, there has been no comprehensive study to summarize the results of these studies in general, so this study aimed to determine the prevalence of dental caries in primary and permanent teeth in children in different continents of the world during a systematic review and meta-analysis. methods: in this review study, articles were extracted by searching in the national and international databases of sid, magiran, iranmedex, irandoc, cochrane, embase, sciencedirect, scopus, pubmed, and web of science (isi) between 1995 and december 2019. random effects model was used for analysis and heterogeneity of studies was evaluated by using the i2 index. data were analyzed by using the comprehensive meta-analysis (version 2) software. findings: in this study, a total of 164 articles (81 articles on the prevalence of dental caries in primary teeth and 83 articles on the prevalence of dental caries in permanent teeth) were entered the meta-analysis. the prevalence of dental caries in primary teeth in children in the world with a sample size of 80,405 was 46.2% (95% ci: 41.6-50.8%), and the prevalence of dental caries in permanent teeth in children in the world with a sample size of 1,454,871 was 53.8% (95% ci: 50-57.5%). regarding the heterogeneity on the basis of meta-regression analysis, there was a significant difference in the prevalence of dental caries in primary and permanent teeth in children in different continents of the world. with increasing the sample size and the year of study, dental caries in primary teeth increased and in permanent teeth decreased. conclusion: the results of this study showed that the prevalence of primary and permanent dental caries in children in the world was found to be high. therefore, appropriate strategies should be implemented to improve the aforementioned situation and to troubleshoot and monitor at all levels by providing feedback to hospitals.  (c) 2020 the author(s).	caries; meta-analysis; prevalence; primary and permanent; tooth
ma d.; yang b.; guan b.; song l.; liu q.; fan y.; zhao l.; wang t.; zhang z.; gao z.; li s.; xu h.	a bibliometric analysis of pyroptosis from 2001 to 2021	2021	frontiers in immunology	10.3389/fimmu.2021.731933	background: pyroptosis is a new programmed cell death discovered in recent years. pyroptosis plays an important role in various diseases. nevertheless, there are few bibliometric analysis systematically studies this field. we aimed to visualize the research hotspots and trends of pyroptosis using a bibliometric analysis to help understand the future development of basic and clinical research. methods: the articles and reviews regarding pyroptosis were culled from web of science core collection. countries, institutions, authors, references and keywords in this field were visually analyzed by using ctiespace and vosviewer software. results: a total of 2845 articles and reviews were included. the number of articles regarding pyroptosis significantly increased yearly. these publications mainly come from 70 countries led by china and the usa and 418 institutions. we identified 605 authors, among which thirumaladevi kanneganti had the most significant number of articles, and shi jj was co-cited most often. frontiers in immunology was the journal with the most studies, and nature was the most commonly cited journal. after analysis, the most common keywords are nod like receptor family pyrin domain containing 3 inflammasome, apoptosis, cell death, gasdermin d, mechanism, caspase-1, and others are current and developing areas of study. conclusion: research on the pyroptosis is flourishing. cooperation and exchanges between countries and institutions must be strengthened in the future. the related pathway mechanism of pyroptosis, the relationship between pyroptosis and other types of programmed cell deaths as well as the role of pyroptosis in various diseases have been the focus of current research and developmental trends in the future research. (c) copyright (c) 2021 ma, yang, guan, song, liu, fan, zhao, wang, zhang, gao, li and xu.	caspase; citespace; gsdmd; nlrp3; programmed cell death; pyroptosis; vosviewer
