"Authors","Title","Year","Source title","DOI","Abstract","Author Keywords"
"owen g.s.; harmon k.a.; sullivan g.a.; petit h.j.; westrick j.; cameron j.r.; gulack b.c.; shah a.n.","methods of measurement for pneumothorax in pediatric patients: a systematic review","2024","pediatric surgery international","10.1007/s00383-024-05640-0","accurate measurement of pneumothorax (ptx) size is necessary to guide clinical decision making; however, there is no consensus as to which method should be used in pediatric patients. this systematic review seeks to identify and evaluate the methods used to measure ptx size with cxr in pediatric patients. a systematic review of the literature through 2021 following preferred reporting items for systematic reviews and meta-analyses (prisma) was conducted using the following databases: ovid/medline, scopus, cochrane database of controlled trials, cochrane database of systematic reviews, and google scholar. original research articles that included pediatric patients (< 18 years old) and outlined the ptx measurement method were included. 45 studies were identified and grouped by method (kircher and swartzel, rhea, light, collins, other) and societal guideline used. the most used method was collins (n = 16; 35.6%). only four (8.9%) studies compared validated methods. all found the collins method to be accurate. seven (15.6%) studies used a standard classification guideline and 3 (6.7%) compared guidelines and found significant disagreement between them. pediatric-specific measurement guidelines for ptx are needed to establish consistency and uniformity in both research and clinical practice. until there is a better method, the collins method is preferred. (c) the author(s), under exclusive licence to springer-verlag gmbh germany, part of springer nature 2024.","chest x-ray; collins method; measurement; pneumothorax; systematic review"
"xu c.; song z.; hu j.-y.; li c.-c.; shen h.","global research trend and hotspot in the low fodmap diet: a bibliometric analysis","2024","journal of health, population and nutrition","10.1186/s41043-024-00567-7","the low fodmap diet is the most recommended dietary intervention for the clinical management of ibs symptoms. bibliometrics analysis provides a comprehensive perspective and direction on global research trend and hotspot in the low fodmap diet research. the restriction stage of the low fodmap diet is superior to other dietary therapies for ibs in terms of symptom response, but it has a negative impact on the abundance of gut bifidobacteria and diet quality. identification of biomarkers to predict response to the low fodmap diet has become the current research hotspot. large, well-designed clinical research studies are needed in the future to investigate the long-term efficacy and safety of the low fodmap diet, including fodmap reintroduction and personalization stages. (c) the author(s) 2024.","bibliometric analysis; dietary management strategy; fodmap; hotspots; irritable bowel syndrome; low fodmap diet"
"zyoud s.h.","analyzing global research trends and focal points of laser hair removal from 1997 to 2023: visualization and bibliometric analysis","2024","lasers in medical science","10.1007/s10103-024-04123-x","",""
"wen c.; shen g.; fang c.; tian l.","insight into the research history and trends of total anomalous pulmonary venous connection: a bibliometric analysis","2024","journal of cardiothoracic surgery","10.1186/s13019-024-02787-8","background: total anomalous pulmonary venous connection (tapvc) is a rare congenital heart disease characterized by the inability of all pulmonary veins to connect to the left atrium. our previous bibliometric article summarized the characteristics of only the 100 most cited papers in tapvc research. the purpose of this study was to use comprehensive bibliometric analysis to examine the development history, current status, and future trends in the field of tapvc. methods: all publications on tapvc published between 2000 and 2023 were collected from the web of science core collection. the publication and citation data were quantitatively analyzed by publication year, country, institution, author, and journal. co-authorship and co-occurrence analyses were performed using vosviewer, and keyword and reference bursts were identified using citespace. pearson's test was used to examine the correlations between two continuous variables. results: as of july 20, 2023, we identified 368 publications with 3320 citations. these publications were published in 132 journals and authored by 1835 researchers from 457 institutions in 47 countries. for the number of publications, the top country, top institution, top author, and top journals were the united states (n = 82), shanghai jiao tong university (n = 13), huiwen chen (n = 9), and annals of thoracic surgery and pediatric cardiology (n = 29 each), respectively. for the number of citations, the top country, top affiliation, top author, and top journal were the united states (n = 1348), university of toronto (n = 250), christopher a. caldarone (n = 315), and annals of thoracic surgery (n = 746), respectively. the number of national publications significantly correlated with gdp (r = 0.887, p < 0.001), research & development (r&d) expenditure (r = 0.375, p = 0.013), population (r = 0.694, p < 0.001), and journals (r = 0.751, p < 0.001). the number of national citations significantly correlated with gdp (r = 0.881, p < 0.001), r&d expenditure (r = 0.446, p = 0.003), population (r = 0.305, p = 0.037), and journals (r = 0.917, p < 0.001). international collaboration in the field of tapvc was not well developed. the most commonly cited publication discussed era changes in mortality and reoperation rate in tapvc patients. the most common keywords were total anomalous pulmonary venous connection and congenital heart disease. the keyword case report appeared most recently, with an average occurrence year of 2021.8. the co-occurrence analysis grouped 26 keywords into six themes: surgical repair of tapvc, postoperative pulmonary vein stenosis, surgical repair of tapvc patients with heterotaxy, application of echocardiography in diagnosing tapvc, application of echocardiography in the prenatal diagnosis of tapvc, and application of the sutureless technique in the surgical repair of tapvc patients with right atrial isomerism or a single ventricle. citation burst detection identified 32 references with citation bursts, seven of which had ongoing citation bursts until 2023. conclusions: this study conducted a bibliometric analysis to provide a comprehensive overview of tapvc research. we hope to offer new ideas for promoting development in the field of tapvc. (c) the author(s) 2024.","bibliometrics; citespace; hot spot; research progress; total anomalous pulmonary venous connection; vosviewer"
"xing m.; li z.; cui y.; he m.; xing y.; yang l.; liu z.; luo l.; wang h.; guo r.","antibody-drug conjugates for breast cancer: a bibliometric study and clinical trial analysis","2024","discover oncology","10.1007/s12672-024-01192-w","background: breast cancer (bc) remains the most commonly malignancy among women worldwide. although early-stage bc typically presents with curative possibilities, advanced-stage disease, especially with metastasis, is significantly limited in terms of effective therapeutic interventions, thereby establishing it as the second leading cause of cancer-related deaths in women. antibody-drug conjugates (adcs) establish a groundbreaking class of anti-neoplastic agents characterized by high specificity and targeting precision. these agents have been significant in reshaping the therapeutic approach to breast cancer, especially those subtypes with overexpression of the human epidermal growth factor receptor 2 (her2). comprising monoclonal antibodies, cytotoxic payloads, and conjugative linkers, adcs function by specifically targeting antigens on cancer cells, thereby facilitating the intracellular delivery of the toxic payload. the present investigation endeavors to synthesize existing primary research outcomes through rigorous bibliometric and data analytical approaches, thereby elucidating the current research landscape, delineating research foci, and identifying potential avenues for future innovation. methods: for bibliometric analysis, a comprehensive data set comprising 2181 entries related to adcs in breast cancer was retrieved from the web of science core collection (woscc) spanning the years 1999 to 2023. this data was further filtered from the science citation index expanded (sci-expanded). analysis software tools such as citespace and vosviewer were employed for multifaceted analyses such as trends of publications, contributions of countries, and burst analytics. in the dimension of clinical trials, we interrogated databases including clinicaltrials.gov (https://www.clinicaltrials.gov) and the who international clinical trials registry platform (ictrp) (https://trialsearch.who.int). a total of 239 clinical trials were initially sourced, among which, 175 were from clinicaltrials.gov and 64 from ictrp. after repetitive and correlation-based screening, 119 trials specifically addressing adc therapeutic strategies in breast cancer were included. analytical algorithms were executed using microsoft-based software to evaluate treatment paradigms, emergent research themes, and progress. results: our investigations signify a growing trend of research on adcs, with consistent advancements in scientific achievements. the analysis revealed that variables such as economic stratification of nations, healthcare investment paradigms, and disease incidence rates serve as significant determinants in shaping research output. geographically, the united states emerged as the predominant contributor to the research corpus (36.56%), closely followed by china (21.33%). the underpinning of research accomplishments was found to be significantly bolstered by advancements in molecular biology, immunology, and genetic research. moreover, the advent of nuclear magnetic resonance diagnostic modalities has contributed saliently to the diagnostic and therapeutic management of breast cancer. conclusion: our study provides a comprehensive overview of the adc research landscape through rigorous bibliometric and clinical trial evaluations. at present, the adc arena has witnessed the successful development and fda approval of 14 distinct agents, substantially improving the clinical outcomes for a broad spectrum of oncological patients. future research imperatives may include the exploration of adcs targeting mutated oncoproteins, dual-specificity adcs, combination payload strategies, peptide-drug conjugates (pdcs), and non-internalizing adc modalities. with sustained academic and clinical focus, the adc domain is poised for transformative advancements in targeted therapeutics across a variety of malignancies. (c) the author(s) 2024.",""
"song h.; zhang y.; gu n.; zhi x.; wang w.","visualization analysis of artificial intelligence in bone trauma research based on citespace","2025","chinese journal of tissue engineering research","10.12307/2025.129","background: the development of artificial intelligence in the medical field is rapidly advancing, with increasing research on its applications in the field of bone trauma. through bibliometric analysis, this paper analyzed the research hotspots of artificial intelligence in the field of bone trauma in recent years, and predicted the future research trend. objective: to summarize the development history, research status, hot spots, and future development trends of artificial intelligence technology in the field of bone trauma to provide new insights for future research. methods: this study selected relevant literature from the web of science core database, covering the period from the inception to august 2023, and retrieved 420 articles related to the application of artificial intelligence, machine learning, and deep learning in the field of bone trauma. after manual screening, 202 articles related to this article were exported, and citespace software was used for visual analysis of cooperation of countries, institutions, cited journals, citation analysis, keyword co-occurrence, and other aspects. results and conclusion: (1) the overall number of publications from the 202 selected articles showed an upward trend, indicating significant research potential for future studies. the country with the highest centrality and the highest publication volume was the united states. the university of california (usa) was the most prolific research institution. (2) the top five most commonly used keywords in bone trauma research using artificial intelligence were deep learning, artificial intelligence, bone density, machine learning, and diagnosis. the keyword with the highest centrality was bone density, and the keyword with the highest frequency was deep learning. (3) the top 10 most cited reference papers provided comprehensive insights into the feasibility of applying artificial intelligence techniques to the diagnosis of bone trauma from various perspectives. among them, eight papers focused on bone and joint injuries and deep convolutional neural networks. one paper discussed the use of deep learning in detecting osteoporosis in ct scans to prevent fragility fractures, while another paper explored the correlation between the application of artificial intelligence in identifying changes in skin texture and the recognition of bone characteristics. (4) in the future, the research hotspots of artificial intelligence will mainly focus on the specific study of fractures caused by bone and joint trauma and osteoporosis. the research trend mainly focuses on improving the performance of artificial intelligence algorithms, using new artificial intelligence technologies to accurately classify and quickly and efficiently diagnose bone injuries, especially for the diagnosis of complex and hidden fractures. by establishing finite element analysis models, more standardized evaluations of bone injuries can be achieved. (c) 2025, publishing house of chinese journal of tissue engineering research. all rights reserved.","artificial intelligence; bibliometrics; bone trauma; citespace; deep learning; fractures; imaging diagnosis; machine learning; visualization analysis; web of science"
"gande s.; gould m.; ganti l.","bibliometric analysis of chatgpt in medicine","2024","international journal of emergency medicine","10.1186/s12245-024-00624-2","introduction: the emergence of artificial intelligence (ai) chat programs has opened two distinct paths, one enhancing interaction and another potentially replacing personal understanding. ethical and legal concerns arise due to the rapid development of these programs. this paper investigates academic discussions on ai in medicine, analyzing the context, frequency, and reasons behind these conversations. methods: the study collected data from the web of science database on articles containing the keyword chatgpt published from january to september 2023, resulting in 786 medically related journal articles. the inclusion criteria were peer-reviewed articles in english related to medicine. results: the united states led in publications (38.1%), followed by india (15.5%) and china (7.0%). keywords such as patient (16.7%), research (12%), and performance (10.6%) were prevalent. the cureus journal of medical science (11.8%) had the most publications, followed by the annals of biomedical engineering (8.3%). august 2023 had the highest number of publications (29.3%), with significant growth between february to march and april to may. medical general internal (21.0%) was the most common category, followed by surgery (15.4%) and radiology (7.9%). discussion: the prominence of india in chatgpt research, despite lower research funding, indicates the platform's popularity and highlights the importance of monitoring its use for potential medical misinformation. china's interest in chatgpt research suggests a focus on natural language processing (nlp) ai applications, despite public bans on the platform. cureus' success in publishing chatgpt articles can be attributed to its open-access, rapid publication model. the study identifies research trends in plastic surgery, radiology, and obstetric gynecology, emphasizing the need for ethical considerations and reliability assessments in the application of chatgpt in medical practice. conclusion: chatgpt's presence in medical literature is growing rapidly across various specialties, but concerns related to safety, privacy, and accuracy persist. more research is needed to assess its suitability for patient care and implications for non-medical use. skepticism and thorough review of research are essential, as current studies may face retraction as more information emerges. (c) the author(s) 2024.",""
"uzun h.; akca g.; sonmez b.; orman e.; kacan y.; dil e.","the evolving landscape of publishing in human reproduction: an analysis of scientometric data, open-access publishing, and article processing charges","2024","middle east fertility society journal","10.1186/s43043-024-00198-2","background: this bibliometric study aims to examine the associations of journals in the field of human reproduction with their access types and article processing charges to evaluate the evolving landscape of publishing in human reproduction. methods: the primary databases, including clarivate analytics master journal list, scopus(r), pubmed, and directory of open access journals, were scrutinized to identify pertinent journals within the realm of human reproduction, utilizing keywords such as reproductive, reproduction, fertility, and infertility. journals were excluded if they were not actively publishing in english or primarily focused on reproductive health, men's health, sexual medicine, embryogenesis, developmental biology, or veterinary medicine concerning animal reproduction. a thorough characterization of the journals was conducted, followed by a comparative analysis of citation metrics and article processing charges across various access models. results: forty-one journals were included into the study. a significant increase in the proportion of gold and diamond open-access journals was observed, rising from 42% (13 out of 31) to 53.6% (22 out of 41) by 2023. hybrid journals demonstrated superior citation metrics compared to diamond open-access journals. for hybrid journals, a statistically significant, moderately positive correlation was found between article processing charges and citescore (rs (27) = 0.515, p <.024). conversely, no correlation was observed between article processing charges and citescore for gold open-access journals (rs (27) = 0.445, p = 0.147). the mean article processing charges for all hybrid and gold open-access journals were calculated as us $3032.88 +- 1108.514 (312 to 4430). specifically, the mean article processing charges for hybrid journals (us $3617.4 +- 610.19) were significantly higher than those for gold open-access journals (us $1916.82 +- 988.32), with a difference of 1700.658 (95% ci: 1124.861-2276.455), t (30) = 6.032, and p <.0005. conclusion: hybrid journals in the field of human reproduction carry fees nearly twice as high as those of gold open-access journals. the charging policies of gold open-access journals, which are not contigent upon citation metrics, emphasize the importance of caution for both authors and funders. (c) the author(s) 2024.","article processing charge; cost; metrics; open access"
"long y.; zhao s.; tang x.; yu q.; gao f.; liu j.; wang y.; zhou y.; yi h.","research status and prospect of purification technology of sulfur-containing odor gas","2025","journal of environmental sciences (china)","10.1016/j.jes.2023.10.034","catalytic purification of sulphur-containing malodorous gases has attracted wide attention because of its advantages of high purification efficiency, low energy consumption and lack of secondary pollution. the selection of efficient catalysts is the key to the problem, while the preparation and optimisation of catalysts depend on the analysis of experimental results and in-depth mechanistic analysis. by analysing the published literature, bibliometric analysis can identify existing research hotspots, the areas of interest and predict development trends, which can help to identify hot catalysts in the catalytic purification of sulphur-containing odours and to investigate their catalytic purification mechanisms. therefore, this paper uses bibliometric analysis, based on web of science and cnki databases, citespace and vos viewer software to collate and analyse the literature on the purification of sulphur-containing odour pollutants, to identify the current research hotspots, to summarise the progress of research on the catalytic purification of different types of sulphur-containing odours, and to analyse their reaction mechanisms and kinetics. on this basis, the research progress of catalytic purification of different kinds of sulfur odour is summarized, and the reaction mechanism and dynamics are summarized. (c) 2023","bibliometric; catalytic decomposition; catalytic oxidation; sulphur-containing odor gases"
"li z.-q.; wang x.-f.; liu j.-p.","publication trends and hot spots of chatgpt's application in the medicine","2024","journal of medical systems","10.1007/s10916-024-02074-y","this study aimed to analyze the current landscape of chatgpt application in the medical field, assessing the current collaboration patterns and research topic hotspots to understand the impact and trends. by conducting a search in the web of science, we collected literature related to the applications of chatgpt in medicine, covering the period from january 1, 2000 up to january 16, 2024. bibliometric analyses were performed using citespace (v6.2., drexel university, pa, usa) and microsoft excel (microsoft corp.,wa, usa) to map the collaboration among countries/regions, the distribution of institutions and authors, and clustering of keywords. a total of 574 eligible articles were included, with 97.74% published in 2023. these articles span various disciplines, particularly in health care sciences services, with extensive international collaboration involving 73 countries. in terms of countries/regions studied, usa, india, and china led in the number of publications. usa ot only published nearly half of the total number of papers but also exhibits a highest collaborative capability. regarding the co-occurrence of institutions and scholars, the national university of singapore and harvard university held significant influence in the cooperation network, with the top three authors in terms of publications being wiwanitkit v (10 articles), seth i (9 articles), klang e (7 articles), and kleebayoon a (7 articles). through keyword clustering, the study identified 9 research theme clusters, among which digital healthwas not only the largest in scale but also had the most citations. the study highlights chatgpt's cross-disciplinary nature and collaborative research in medicine, showcasing its growth potential, particularly in digital health and clinical decision support. future exploration should examine the socio-economic and cultural impacts of this trend, along with chatgpt's specific technical uses in medical practice. (c) the author(s) 2024.","bibliometric analysis; chatgpt; citespace; clustering analysis"
